# time step,rewards
700.0,14.036800
701.0,14.037200
702.0,14.038000
703.0,14.039000
704.0,14.039400
705.0,14.039400
706.0,14.040300
707.0,14.040600
708.0,14.041200
709.0,14.041600
710.0,14.042000
711.0,14.042400
712.0,14.043000
713.0,14.043800
714.0,14.044000
715.0,14.044400
716.0,14.044600
717.0,14.045500
718.0,14.046200
719.0,14.046900
720.0,14.047300
721.0,14.048000
722.0,14.049000
723.0,14.049400
724.0,14.050200
725.0,14.050600
726.0,14.051300
727.0,14.051600
728.0,14.052000
729.0,14.052600
730.0,14.053300
731.0,14.053700
732.0,14.054100
733.0,14.054200
734.0,14.054600
735.0,14.054700
736.0,14.055400
737.0,14.055600
738.0,14.056400
739.0,14.056700
740.0,14.057400
741.0,14.058200
742.0,14.058700
743.0,14.059300
744.0,14.060100
745.0,14.060600
746.0,14.060900
747.0,14.061000
748.0,14.061600
749.0,14.062100
750.0,14.062900
751.0,14.063500
752.0,14.064200
753.0,14.064700
754.0,14.065000
755.0,14.065200
756.0,14.065800
757.0,14.065900
758.0,14.066100
759.0,14.066600
760.0,14.067600
761.0,14.068200
762.0,14.068600
763.0,14.069000
764.0,14.069200
765.0,14.069700
766.0,14.070100
767.0,14.070900
768.0,14.071700
769.0,14.072100
770.0,14.073400
771.0,14.073800
772.0,14.074300
773.0,14.074400
774.0,14.075200
775.0,14.075700
776.0,14.076000
777.0,14.076300
778.0,14.077100
779.0,14.077900
780.0,14.078500
781.0,14.078700
782.0,14.078900
783.0,14.079500
784.0,14.080200
785.0,14.080900
786.0,14.081300
787.0,14.082000
788.0,14.082400
789.0,14.082400
790.0,14.082800
791.0,14.083000
792.0,14.083500
793.0,14.083700
794.0,14.084300
795.0,14.084300
796.0,14.085200
797.0,14.086100
798.0,14.086900
799.0,14.087600
800.0,14.088700
801.0,14.089700
802.0,14.090100
803.0,14.089900
804.0,14.090400
805.0,14.091100
806.0,14.091700
807.0,14.092100
808.0,14.092500
809.0,14.093000
810.0,14.093400
811.0,14.094300
812.0,14.095000
813.0,14.095400
814.0,14.095500
815.0,14.096000
816.0,14.096300
817.0,14.096600
818.0,14.096900
819.0,14.097300
820.0,14.098100
821.0,14.098300
822.0,14.098800
823.0,14.099500
824.0,14.100600
825.0,14.101000
826.0,14.101200
827.0,14.101100
828.0,14.101800
829.0,14.102100
830.0,14.102100
831.0,14.102600
832.0,14.103000
833.0,14.103500
834.0,14.104300
835.0,14.104800
836.0,14.105100
837.0,14.105900
838.0,14.106400
839.0,14.107000
840.0,14.107200
841.0,14.107500
842.0,14.108000
843.0,14.108700
844.0,14.108700
845.0,14.109200
846.0,14.109200
847.0,14.109700
848.0,14.110000
849.0,14.110500
850.0,14.111000
851.0,14.111300
852.0,14.111300
853.0,14.111900
854.0,14.111900
855.0,14.112300
856.0,14.112700
857.0,14.112600
858.0,14.113000
859.0,14.113800
860.0,14.114100
861.0,14.114600
862.0,14.115300
863.0,14.115500
864.0,14.116000
865.0,14.116200
866.0,14.116600
867.0,14.117100
868.0,14.117700
869.0,14.118100
870.0,14.118800
871.0,14.119200
872.0,14.119600
873.0,14.119900
874.0,14.120600
875.0,14.121000
876.0,14.121000
877.0,14.121700
878.0,14.121600
879.0,14.121900
880.0,14.122700
881.0,14.123100
882.0,14.123700
883.0,14.123800
884.0,14.123900
885.0,14.124700
886.0,14.125100
887.0,14.125200
888.0,14.125800
889.0,14.126200
890.0,14.126900
891.0,14.127500
892.0,14.128200
893.0,14.128400
894.0,14.128700
895.0,14.129300
896.0,14.129900
897.0,14.129900
898.0,14.130600
899.0,14.131200
900.0,14.131500
901.0,14.131900
902.0,14.132200
903.0,14.132800
904.0,14.133200
905.0,14.133800
906.0,14.134300
907.0,14.134400
908.0,14.134800
909.0,14.135200
910.0,14.135800
911.0,14.135900
912.0,14.136200
913.0,14.136700
914.0,14.137100
915.0,14.137200
916.0,14.137500
917.0,14.137700
918.0,14.138200
919.0,14.138800
920.0,14.139200
921.0,14.140000
922.0,14.140500
923.0,14.141000
924.0,14.141100
925.0,14.141800
926.0,14.142100
927.0,14.142200
928.0,14.142700
929.0,14.143200
930.0,14.143400
931.0,14.144000
932.0,14.144600
933.0,14.145000
934.0,14.145600
935.0,14.146000
936.0,14.146900
937.0,14.147100
938.0,14.147600
939.0,14.147800
940.0,14.148200
941.0,14.148100
942.0,14.148100
943.0,14.148500
944.0,14.148900
945.0,14.149200
946.0,14.149900
947.0,14.150100
948.0,14.150500
949.0,14.150900
950.0,14.151100
951.0,14.151700
952.0,14.152000
953.0,14.152300
954.0,14.152500
955.0,14.152900
956.0,14.153000
957.0,14.153600
958.0,14.154300
959.0,14.154300
960.0,14.155000
961.0,14.155400
962.0,14.155600
963.0,14.155800
964.0,14.155800
965.0,14.156000
966.0,14.156000
967.0,14.156500
968.0,14.156900
969.0,14.157600
970.0,14.158000
971.0,14.158500
972.0,14.159300
973.0,14.159600
974.0,14.159900
975.0,14.160200
976.0,14.160800
977.0,14.161500
978.0,14.162100
979.0,14.162600
980.0,14.162800
981.0,14.163100
982.0,14.163400
983.0,14.163700
984.0,14.164000
985.0,14.164300
986.0,14.164700
987.0,14.165200
988.0,14.165800
989.0,14.166300
990.0,14.166900
991.0,14.167300
992.0,14.167600
993.0,14.167900
994.0,14.168100
995.0,14.168300
996.0,14.168600
997.0,14.169000
998.0,14.169800
999.0,14.170000
1000.0,14.170500
1001.0,14.171200
1002.0,14.171500
1003.0,14.171700
1004.0,14.172000
1005.0,14.172200
1006.0,14.172600
1007.0,14.173000
1008.0,14.173500
1009.0,14.173900
1010.0,14.174100
1011.0,14.174700
1012.0,14.174900
1013.0,14.175400
1014.0,14.175500
1015.0,14.175700
1016.0,14.175700
1017.0,14.176000
1018.0,14.176400
1019.0,14.176800
1020.0,14.176900
1021.0,14.177400
1022.0,14.177900
1023.0,14.178200
1024.0,14.178400
1025.0,14.178800
1026.0,14.179300
1027.0,14.179400
1028.0,14.179600
1029.0,14.180000
1030.0,14.180300
1031.0,14.180900
1032.0,14.181100
1033.0,14.181600
1034.0,14.182100
1035.0,14.182600
1036.0,14.182700
1037.0,14.183400
1038.0,14.183900
1039.0,14.184000
1040.0,14.184200
1041.0,14.184500
1042.0,14.184800
1043.0,14.185300
1044.0,14.185300
1045.0,14.185500
1046.0,14.185900
1047.0,14.185900
1048.0,14.186400
1049.0,14.186700
1050.0,14.186900
1051.0,14.187500
1052.0,14.187900
1053.0,14.188200
1054.0,14.188900
1055.0,14.189100
1056.0,14.189900
1057.0,14.189800
1058.0,14.190000
1059.0,14.190200
1060.0,14.190500
1061.0,14.191100
1062.0,14.191400
1063.0,14.191700
1064.0,14.192000
1065.0,14.192500
1066.0,14.192700
1067.0,14.192900
1068.0,14.193400
1069.0,14.193700
1070.0,14.194300
1071.0,14.194200
1072.0,14.194200
1073.0,14.194600
1074.0,14.194900
1075.0,14.195500
1076.0,14.195900
1077.0,14.196400
1078.0,14.196800
1079.0,14.197100
1080.0,14.197700
1081.0,14.198100
1082.0,14.198600
1083.0,14.198900
1084.0,14.199200
1085.0,14.199600
1086.0,14.199900
1087.0,14.199800
1088.0,14.200200
1089.0,14.200600
1090.0,14.201100
1091.0,14.201500
1092.0,14.201700
1093.0,14.201800
1094.0,14.202000
1095.0,14.202300
1096.0,14.202500
1097.0,14.202800
1098.0,14.202900
1099.0,14.203300
1100.0,14.203700
1101.0,14.204100
1102.0,14.204500
1103.0,14.204800
1104.0,14.205200
1105.0,14.205500
1106.0,14.205800
1107.0,14.206300
1108.0,14.206700
1109.0,14.207000
1110.0,14.207400
1111.0,14.207800
1112.0,14.208600
1113.0,14.208800
1114.0,14.208900
1115.0,14.209200
1116.0,14.209500
1117.0,14.209700
1118.0,14.210200
1119.0,14.210600
1120.0,14.210700
1121.0,14.210900
1122.0,14.211100
1123.0,14.211500
1124.0,14.211900
1125.0,14.212600
1126.0,14.213100
1127.0,14.213400
1128.0,14.213700
1129.0,14.214100
1130.0,14.214200
1131.0,14.214400
1132.0,14.214600
1133.0,14.215100
1134.0,14.215600
1135.0,14.215900
1136.0,14.216200
1137.0,14.216700
1138.0,14.217000
1139.0,14.217800
1140.0,14.218100
1141.0,14.218600
1142.0,14.219000
1143.0,14.219500
1144.0,14.219700
1145.0,14.220000
1146.0,14.220300
1147.0,14.220400
1148.0,14.220700
1149.0,14.220900
1150.0,14.221300
1151.0,14.221300
1152.0,14.221600
1153.0,14.222100
1154.0,14.222700
1155.0,14.223000
1156.0,14.223400
1157.0,14.224100
1158.0,14.224300
1159.0,14.224800
1160.0,14.225000
1161.0,14.225300
1162.0,14.225700
1163.0,14.225900
1164.0,14.226300
1165.0,14.226600
1166.0,14.226600
1167.0,14.226900
1168.0,14.227300
1169.0,14.227400
1170.0,14.227900
1171.0,14.228100
1172.0,14.228200
1173.0,14.228400
1174.0,14.228600
1175.0,14.228900
1176.0,14.229100
1177.0,14.229400
1178.0,14.230000
1179.0,14.230400
1180.0,14.230400
1181.0,14.230400
1182.0,14.230700
1183.0,14.230900
1184.0,14.231300
1185.0,14.231800
1186.0,14.231900
1187.0,14.232100
1188.0,14.232300
1189.0,14.232600
1190.0,14.232700
1191.0,14.232900
1192.0,14.233100
1193.0,14.233200
1194.0,14.233400
1195.0,14.233800
1196.0,14.234200
1197.0,14.234500
1198.0,14.234700
1199.0,14.234800
1200.0,14.235200
1201.0,14.235700
1202.0,14.235900
1203.0,14.236300
1204.0,14.236400
1205.0,14.236500
1206.0,14.236600
1207.0,14.236800
1208.0,14.237000
1209.0,14.237200
1210.0,14.237500
1211.0,14.237500
1212.0,14.237600
1213.0,14.237900
1214.0,14.237800
1215.0,14.237700
1216.0,14.238300
1217.0,14.238800
1218.0,14.239100
1219.0,14.239500
1220.0,14.239500
1221.0,14.239700
1222.0,14.240000
1223.0,14.240400
1224.0,14.240700
1225.0,14.240800
1226.0,14.241400
1227.0,14.241500
1228.0,14.241800
1229.0,14.242100
1230.0,14.242400
1231.0,14.242700
1232.0,14.242900
1233.0,14.242900
1234.0,14.243500
1235.0,14.243700
1236.0,14.243700
1237.0,14.244100
1238.0,14.244300
1239.0,14.244600
1240.0,14.244900
1241.0,14.245100
1242.0,14.245500
1243.0,14.245700
1244.0,14.245900
1245.0,14.246300
1246.0,14.246400
1247.0,14.246500
1248.0,14.246900
1249.0,14.247300
1250.0,14.247700
1251.0,14.248100
1252.0,14.248600
1253.0,14.249000
1254.0,14.249500
1255.0,14.249700
1256.0,14.249900
1257.0,14.250100
1258.0,14.250400
1259.0,14.250600
1260.0,14.251000
1261.0,14.251300
1262.0,14.251500
1263.0,14.252000
1264.0,14.252300
1265.0,14.252600
1266.0,14.253000
1267.0,14.253500
1268.0,14.253700
1269.0,14.253900
1270.0,14.254200
1271.0,14.254700
1272.0,14.255000
1273.0,14.255300
1274.0,14.255300
1275.0,14.255500
1276.0,14.255800
1277.0,14.256000
1278.0,14.256600
1279.0,14.256700
1280.0,14.256800
1281.0,14.256900
1282.0,14.257400
1283.0,14.257800
1284.0,14.258100
1285.0,14.258200
1286.0,14.258800
1287.0,14.259000
1288.0,14.259400
1289.0,14.259700
1290.0,14.259700
1291.0,14.259900
1292.0,14.260200
1293.0,14.260300
1294.0,14.260300
1295.0,14.260500
1296.0,14.260900
1297.0,14.261200
1298.0,14.261500
1299.0,14.261600
1300.0,14.262100
1301.0,14.262300
1302.0,14.262600
1303.0,14.262900
1304.0,14.263100
1305.0,14.263300
1306.0,14.263600
1307.0,14.264200
1308.0,14.264400
1309.0,14.264500
1310.0,14.264700
1311.0,14.264800
1312.0,14.265000
1313.0,14.265500
1314.0,14.265800
1315.0,14.266000
1316.0,14.266300
1317.0,14.266600
1318.0,14.267100
1319.0,14.267200
1320.0,14.267400
1321.0,14.267700
1322.0,14.267600
1323.0,14.268000
1324.0,14.268100
1325.0,14.268400
1326.0,14.268400
1327.0,14.268700
1328.0,14.269100
1329.0,14.269100
1330.0,14.269100
1331.0,14.269400
1332.0,14.269800
1333.0,14.270200
1334.0,14.270300
1335.0,14.270700
1336.0,14.271000
1337.0,14.271400
1338.0,14.271600
1339.0,14.271800
1340.0,14.272100
1341.0,14.272400
1342.0,14.272800
1343.0,14.273100
1344.0,14.273300
1345.0,14.273700
1346.0,14.274000
1347.0,14.274400
1348.0,14.274700
1349.0,14.275000
1350.0,14.275100
1351.0,14.275600
1352.0,14.275500
1353.0,14.275800
1354.0,14.276200
1355.0,14.276800
1356.0,14.277200
1357.0,14.277300
1358.0,14.277500
1359.0,14.277700
1360.0,14.278000
1361.0,14.278200
1362.0,14.278200
1363.0,14.278300
1364.0,14.278400
1365.0,14.278700
1366.0,14.278900
1367.0,14.279100
1368.0,14.279500
1369.0,14.279800
1370.0,14.280300
1371.0,14.280400
1372.0,14.280700
1373.0,14.281100
1374.0,14.281200
1375.0,14.281400
1376.0,14.281700
1377.0,14.282000
1378.0,14.282200
1379.0,14.282400
1380.0,14.282600
1381.0,14.282900
1382.0,14.283300
1383.0,14.283300
1384.0,14.283400
1385.0,14.283700
1386.0,14.284100
1387.0,14.284200
1388.0,14.284500
1389.0,14.284600
1390.0,14.284900
1391.0,14.285100
1392.0,14.285400
1393.0,14.285700
1394.0,14.286000
1395.0,14.285900
1396.0,14.286000
1397.0,14.286200
1398.0,14.286500
1399.0,14.286700
1400.0,14.286800
1401.0,14.286900
1402.0,14.287200
1403.0,14.287400
1404.0,14.287500
1405.0,14.287500
1406.0,14.287800
1407.0,14.288100
1408.0,14.288500
1409.0,14.288700
1410.0,14.289000
1411.0,14.289200
1412.0,14.289500
1413.0,14.289800
1414.0,14.289900
1415.0,14.289900
1416.0,14.290000
1417.0,14.290400
1418.0,14.290600
1419.0,14.291000
1420.0,14.291500
1421.0,14.291800
1422.0,14.292100
1423.0,14.292300
1424.0,14.292600
1425.0,14.292900
1426.0,14.292900
1427.0,14.293400
1428.0,14.293400
1429.0,14.293500
1430.0,14.293700
1431.0,14.293900
1432.0,14.294100
1433.0,14.294200
1434.0,14.294700
1435.0,14.295100
1436.0,14.295300
1437.0,14.295700
1438.0,14.296000
1439.0,14.296300
1440.0,14.296600
1441.0,14.297000
1442.0,14.297100
1443.0,14.297500
1444.0,14.297600
1445.0,14.298000
1446.0,14.298300
1447.0,14.298400
1448.0,14.298700
1449.0,14.298800
1450.0,14.299100
1451.0,14.299300
1452.0,14.299500
1453.0,14.299700
1454.0,14.299800
1455.0,14.300000
1456.0,14.300200
1457.0,14.300300
1458.0,14.300500
1459.0,14.300800
1460.0,14.301000
1461.0,14.301300
1462.0,14.301700
1463.0,14.301900
1464.0,14.302200
1465.0,14.302600
1466.0,14.303000
1467.0,14.303300
1468.0,14.303600
1469.0,14.303800
1470.0,14.304100
1471.0,14.304400
1472.0,14.304900
1473.0,14.305200
1474.0,14.305500
1475.0,14.305900
1476.0,14.306200
1477.0,14.306200
1478.0,14.306500
1479.0,14.306800
1480.0,14.307100
1481.0,14.307400
1482.0,14.307700
1483.0,14.307700
1484.0,14.307700
1485.0,14.308000
1486.0,14.308400
1487.0,14.308600
1488.0,14.308800
1489.0,14.309100
1490.0,14.309200
1491.0,14.309300
1492.0,14.309600
1493.0,14.309800
1494.0,14.310300
1495.0,14.310400
1496.0,14.310500
