# time step,model 2 server believed rewards, model 2 true rewards, random true rewards
614.0,5.789900,1.054700,0.643300
615.0,5.789500,1.054700,0.643400
616.0,5.790000,1.054700,0.643300
617.0,5.790500,1.054700,0.643300
618.0,5.790400,1.054700,0.643400
619.0,5.789800,1.054700,0.643200
620.0,5.789100,1.054700,0.643400
621.0,5.789000,1.054800,0.643500
622.0,5.788700,1.054800,0.643500
623.0,5.788500,1.054700,0.643600
624.0,5.790100,1.054800,0.643700
625.0,5.789300,1.054800,0.643600
626.0,5.789100,1.054800,0.643700
627.0,5.788900,1.054800,0.643600
628.0,5.788700,1.054900,0.643500
629.0,5.788700,1.054900,0.643700
630.0,5.789400,1.054900,0.643800
631.0,5.790300,1.054900,0.644000
632.0,5.789600,1.055000,0.644000
633.0,5.788800,1.055000,0.644000
634.0,5.789200,1.055000,0.643900
635.0,5.788500,1.055000,0.644000
636.0,5.789200,1.055000,0.644000
637.0,5.788900,1.055000,0.644000
638.0,5.788400,1.055000,0.643900
639.0,5.788300,1.055000,0.644000
640.0,5.787900,1.055100,0.644000
641.0,5.787600,1.055100,0.644000
642.0,5.786300,1.055200,0.644100
643.0,5.787300,1.055200,0.644200
644.0,5.788400,1.055200,0.644300
645.0,5.788000,1.055200,0.644300
646.0,5.787000,1.055200,0.644500
647.0,5.786600,1.055200,0.644400
648.0,5.786700,1.055200,0.644400
649.0,5.786400,1.055200,0.644300
650.0,5.785700,1.055200,0.644400
651.0,5.785200,1.055100,0.644400
652.0,5.785600,1.055200,0.644300
653.0,5.784500,1.055100,0.644300
654.0,5.784700,1.055200,0.644300
655.0,5.786000,1.055400,0.644300
656.0,5.785000,1.055400,0.644300
657.0,5.784600,1.055400,0.644400
658.0,5.784600,1.055400,0.644500
659.0,5.784300,1.055400,0.644700
660.0,5.784600,1.055400,0.644900
661.0,5.784400,1.055500,0.644800
662.0,5.783800,1.055500,0.644800
663.0,5.783600,1.055500,0.644800
664.0,5.783900,1.055500,0.644800
665.0,5.783600,1.055500,0.644800
666.0,5.783500,1.055500,0.645000
667.0,5.784000,1.055400,0.645000
668.0,5.783100,1.055400,0.644800
669.0,5.784300,1.055400,0.644900
670.0,5.783800,1.055300,0.644900
671.0,5.783400,1.055300,0.644900
672.0,5.783100,1.055300,0.644700
673.0,5.782500,1.055300,0.644600
674.0,5.781900,1.055200,0.644500
675.0,5.782200,1.055300,0.644500
676.0,5.781600,1.055200,0.644600
677.0,5.782600,1.055300,0.644600
678.0,5.782700,1.055300,0.644800
679.0,5.781900,1.055300,0.644800
680.0,5.781800,1.055400,0.645000
681.0,5.781500,1.055400,0.644900
682.0,5.781000,1.055300,0.645000
683.0,5.781100,1.055300,0.644900
684.0,5.780300,1.055200,0.644900
685.0,5.779300,1.055200,0.644900
686.0,5.779200,1.055300,0.645000
687.0,5.779500,1.055300,0.645100
688.0,5.780800,1.055400,0.645000
689.0,5.780000,1.055300,0.645000
690.0,5.780300,1.055300,0.645100
691.0,5.780200,1.055400,0.645100
692.0,5.779600,1.055400,0.645100
693.0,5.780400,1.055400,0.645100
694.0,5.779900,1.055400,0.645200
695.0,5.780000,1.055400,0.645100
696.0,5.781400,1.055300,0.645100
697.0,5.781700,1.055300,0.645000
698.0,5.781200,1.055300,0.645200
699.0,5.782100,1.055300,0.645300
700.0,5.782600,1.055300,0.645200
701.0,5.781700,1.055200,0.645200
702.0,5.781200,1.055200,0.645100
703.0,5.780400,1.055200,0.645200
704.0,5.780100,1.055300,0.645200
705.0,5.779300,1.055200,0.645100
706.0,5.779100,1.055200,0.645200
707.0,5.779200,1.055300,0.645300
708.0,5.779000,1.055300,0.645100
709.0,5.778800,1.055300,0.645000
710.0,5.778600,1.055300,0.644900
711.0,5.777100,1.055200,0.645000
712.0,5.777500,1.055200,0.644900
713.0,5.777800,1.055300,0.644900
714.0,5.778000,1.055300,0.644900
715.0,5.776000,1.055300,0.645000
716.0,5.777000,1.055300,0.645000
717.0,5.777600,1.055300,0.645100
718.0,5.778000,1.055300,0.645200
719.0,5.776900,1.055200,0.645200
720.0,5.775500,1.055200,0.645300
721.0,5.774000,1.055200,0.645500
722.0,5.773300,1.055100,0.645400
723.0,5.774400,1.055200,0.645400
724.0,5.775200,1.055200,0.645400
725.0,5.775500,1.055100,0.645400
726.0,5.775200,1.055200,0.645400
727.0,5.775600,1.055100,0.645300
728.0,5.775100,1.055100,0.645300
729.0,5.775300,1.055000,0.645200
730.0,5.776500,1.055100,0.645100
731.0,5.776900,1.055000,0.645000
732.0,5.777300,1.055100,0.645000
