# time step,model 2 server believed rewards, model 2 true rewards, random true rewards
278.0,7.358600,0.979700,0.651400
279.0,7.351600,0.980000,0.651300
280.0,7.347900,0.980200,0.651200
281.0,7.342500,0.980400,0.651400
282.0,7.338100,0.980700,0.651400
283.0,7.336200,0.981000,0.651500
284.0,7.332800,0.981200,0.651400
285.0,7.328100,0.981500,0.651300
286.0,7.324000,0.981900,0.651200
287.0,7.320900,0.982100,0.651400
288.0,7.317300,0.982300,0.651100
289.0,7.312600,0.982400,0.651000
290.0,7.311600,0.982800,0.651200
291.0,7.307500,0.983000,0.651000
292.0,7.304300,0.983100,0.650800
293.0,7.301500,0.983200,0.651000
294.0,7.295600,0.983500,0.651300
295.0,7.289900,0.983800,0.651200
296.0,7.288500,0.983900,0.651500
297.0,7.283300,0.984000,0.651200
298.0,7.277900,0.984100,0.651700
299.0,7.273400,0.984200,0.651600
300.0,7.269900,0.984400,0.651900
301.0,7.269100,0.984500,0.651500
302.0,7.262900,0.984700,0.651500
303.0,7.261200,0.985000,0.651700
304.0,7.259000,0.985400,0.651700
305.0,7.257600,0.985700,0.651800
306.0,7.253400,0.985800,0.651700
307.0,7.247400,0.986000,0.652100
308.0,7.242300,0.986300,0.651800
309.0,7.237200,0.986500,0.651800
310.0,7.231900,0.986600,0.651700
311.0,7.230000,0.986900,0.651900
312.0,7.223700,0.987100,0.651700
313.0,7.220600,0.987200,0.651500
314.0,7.216800,0.987300,0.651700
315.0,7.212300,0.987400,0.651700
316.0,7.208400,0.987500,0.651700
317.0,7.204800,0.987700,0.651600
318.0,7.198900,0.987800,0.651800
319.0,7.199100,0.988300,0.651600
320.0,7.194600,0.988500,0.651600
321.0,7.190500,0.988700,0.651300
322.0,7.187000,0.989000,0.651200
323.0,7.184200,0.989200,0.651300
324.0,7.179700,0.989400,0.651300
325.0,7.174400,0.989600,0.651100
326.0,7.171200,0.989800,0.650900
327.0,7.168200,0.990100,0.651300
328.0,7.167200,0.990200,0.651300
329.0,7.161300,0.990200,0.651100
330.0,7.156100,0.990400,0.650500
331.0,7.153400,0.990500,0.650500
332.0,7.152300,0.990900,0.650500
333.0,7.149200,0.991000,0.650400
334.0,7.145500,0.991300,0.650100
335.0,7.143300,0.991500,0.650200
336.0,7.138500,0.991500,0.650200
337.0,7.134100,0.991700,0.650400
338.0,7.129900,0.991700,0.650400
339.0,7.127900,0.992000,0.650100
340.0,7.125500,0.992100,0.649700
341.0,7.121400,0.992400,0.649500
342.0,7.115700,0.992600,0.649600
343.0,7.110700,0.992800,0.649800
344.0,7.106300,0.993100,0.649900
345.0,7.102500,0.993300,0.650300
346.0,7.098700,0.993500,0.650300
347.0,7.093300,0.993700,0.650600
348.0,7.089400,0.993900,0.651000
349.0,7.090100,0.994200,0.651200
350.0,7.085500,0.994300,0.651100
351.0,7.084200,0.994700,0.651000
352.0,7.081000,0.994800,0.651000
353.0,7.080000,0.995000,0.651100
354.0,7.077000,0.995200,0.650900
355.0,7.076100,0.995400,0.650900
356.0,7.071300,0.995500,0.650800
357.0,7.067300,0.995700,0.650800
358.0,7.062900,0.995700,0.650800
359.0,7.062800,0.995900,0.650800
360.0,7.059300,0.996000,0.651100
361.0,7.056600,0.996100,0.650700
362.0,7.052800,0.996200,0.650900
363.0,7.047800,0.996300,0.650900
364.0,7.044300,0.996500,0.650700
365.0,7.042300,0.996700,0.650800
366.0,7.039300,0.996700,0.650500
367.0,7.035900,0.996900,0.650500
368.0,7.032800,0.997000,0.650300
369.0,7.032200,0.997300,0.650400
370.0,7.030700,0.997400,0.650400
371.0,7.027100,0.997500,0.650300
372.0,7.028300,0.997600,0.650100
373.0,7.024600,0.997700,0.650100
374.0,7.022400,0.997800,0.650400
375.0,7.020100,0.997900,0.650600
376.0,7.017200,0.998000,0.650600
377.0,7.015300,0.998000,0.650700
378.0,7.013900,0.998300,0.651000
379.0,7.012600,0.998500,0.651100
380.0,7.007700,0.998500,0.650900
381.0,7.006500,0.998600,0.651000
382.0,7.003800,0.998800,0.650800
383.0,7.000700,0.999000,0.651000
384.0,6.997800,0.999000,0.651100
385.0,6.994500,0.999100,0.651100
386.0,6.991700,0.999200,0.651000
387.0,6.989100,0.999300,0.651000
388.0,6.984100,0.999500,0.651400
389.0,6.979400,0.999600,0.651400
390.0,6.977400,0.999800,0.651200
391.0,6.973500,0.999900,0.651200
392.0,6.971100,1.000100,0.651200
393.0,6.967900,1.000400,0.651100
394.0,6.964400,1.000500,0.651100
395.0,6.962000,1.000600,0.650700
396.0,6.959700,1.000800,0.650600
397.0,6.955700,1.000900,0.650600
398.0,6.951500,1.000900,0.650400
399.0,6.949400,1.001000,0.650600
400.0,6.945500,1.001000,0.650900
401.0,6.943100,1.001100,0.650900
402.0,6.941100,1.001300,0.650900
403.0,6.938700,1.001400,0.650600
404.0,6.938000,1.001400,0.650800
405.0,6.936400,1.001600,0.650800
406.0,6.933700,1.001700,0.650700
407.0,6.930600,1.001800,0.651100
408.0,6.927600,1.001900,0.651200
409.0,6.924600,1.002000,0.651300
410.0,6.921000,1.002200,0.651500
411.0,6.921100,1.002400,0.651800
412.0,6.917800,1.002500,0.652000
413.0,6.915500,1.002600,0.651900
414.0,6.913700,1.002800,0.651900
415.0,6.910900,1.002900,0.651900
416.0,6.906900,1.003000,0.652100
417.0,6.904800,1.003100,0.651900
418.0,6.903300,1.003300,0.651900
419.0,6.902300,1.003400,0.652100
420.0,6.899900,1.003500,0.651800
421.0,6.896200,1.003500,0.651600
422.0,6.894100,1.003600,0.651500
423.0,6.893200,1.003700,0.651400
424.0,6.893100,1.003700,0.651500
425.0,6.890800,1.004000,0.651900
426.0,6.890200,1.004100,0.652000
427.0,6.887300,1.004100,0.651800
428.0,6.887100,1.004200,0.651700
429.0,6.886000,1.004400,0.652100
430.0,6.883800,1.004500,0.652200
431.0,6.881000,1.004600,0.652300
432.0,6.877800,1.004700,0.652500
433.0,6.875100,1.004800,0.652400
434.0,6.874500,1.004900,0.652500
435.0,6.871100,1.004900,0.652900
436.0,6.868700,1.005000,0.652700
437.0,6.867200,1.005000,0.652500
438.0,6.863200,1.005000,0.652200
439.0,6.861000,1.005200,0.652400
440.0,6.858900,1.005400,0.652500
441.0,6.856900,1.005400,0.652500
442.0,6.855800,1.005600,0.652600
443.0,6.853200,1.005800,0.652400
444.0,6.852200,1.006000,0.652400
445.0,6.849900,1.006000,0.652600
446.0,6.850600,1.006200,0.652400
447.0,6.848500,1.006300,0.652200
448.0,6.848300,1.006500,0.652100
449.0,6.848100,1.006500,0.652100
450.0,6.844400,1.006600,0.652100
451.0,6.843400,1.006700,0.652200
452.0,6.841700,1.006800,0.652400
453.0,6.839600,1.006800,0.652400
454.0,6.837100,1.006900,0.652500
455.0,6.834300,1.007100,0.652500
456.0,6.831600,1.007200,0.652600
457.0,6.828400,1.007200,0.652600
458.0,6.824900,1.007300,0.652900
459.0,6.822300,1.007400,0.652900
460.0,6.820000,1.007400,0.653000
461.0,6.817700,1.007500,0.652800
462.0,6.816600,1.007600,0.653000
463.0,6.815200,1.007700,0.653100
464.0,6.814800,1.007800,0.653100
465.0,6.812400,1.007900,0.653000
466.0,6.810000,1.007900,0.653000
467.0,6.808100,1.008000,0.653000
