# time step,model 3 true rewards,random true rewards
5882.0,9.991800,9.998500
5883.0,9.991800,9.998500
5884.0,9.991800,9.998400
5885.0,9.991800,9.998500
5886.0,9.991800,9.998600
5887.0,9.991800,9.998500
5888.0,9.991800,9.998500
5889.0,9.991800,9.998500
5890.0,9.991800,9.998500
5891.0,9.991800,9.998600
5892.0,9.991800,9.998600
5893.0,9.991800,9.998600
5894.0,9.991800,9.998600
5895.0,9.991800,9.998500
5896.0,9.991800,9.998500
5897.0,9.991800,9.998500
5898.0,9.991800,9.998500
5899.0,9.991800,9.998500
5900.0,9.991800,9.998500
5901.0,9.991800,9.998500
5902.0,9.991800,9.998600
5903.0,9.991800,9.998500
5904.0,9.991800,9.998500
5905.0,9.991800,9.998600
5906.0,9.991800,9.998600
5907.0,9.991900,9.998700
5908.0,9.991900,9.998700
5909.0,9.991900,9.998700
5910.0,9.991900,9.998700
5911.0,9.991900,9.998700
5912.0,9.991900,9.998700
5913.0,9.991900,9.998600
5914.0,9.991900,9.998600
5915.0,9.991900,9.998700
5916.0,9.991900,9.998700
5917.0,9.991900,9.998700
5918.0,9.991900,9.998700
5919.0,9.991900,9.998700
5920.0,9.991900,9.998700
5921.0,9.991900,9.998700
5922.0,9.991900,9.998700
5923.0,9.991900,9.998600
5924.0,9.991900,9.998600
5925.0,9.991900,9.998600
5926.0,9.991900,9.998600
5927.0,9.991900,9.998600
5928.0,9.991900,9.998500
5929.0,9.991900,9.998500
5930.0,9.991900,9.998400
5931.0,9.991900,9.998500
5932.0,9.991900,9.998500
5933.0,9.991900,9.998600
5934.0,9.991900,9.998600
5935.0,9.991900,9.998600
5936.0,9.991900,9.998600
5937.0,9.991900,9.998700
5938.0,9.991900,9.998600
5939.0,9.991900,9.998500
5940.0,9.991900,9.998600
5941.0,9.991900,9.998500
5942.0,9.991900,9.998500
5943.0,9.991900,9.998400
5944.0,9.991900,9.998500
5945.0,9.991900,9.998500
5946.0,9.991900,9.998500
5947.0,9.991900,9.998500
5948.0,9.991900,9.998500
5949.0,9.991900,9.998500
5950.0,9.991900,9.998500
5951.0,9.991900,9.998600
5952.0,9.992000,9.998600
5953.0,9.992000,9.998600
5954.0,9.992000,9.998500
5955.0,9.992000,9.998600
5956.0,9.992000,9.998500
5957.0,9.992000,9.998500
5958.0,9.992000,9.998400
5959.0,9.992000,9.998400
5960.0,9.992000,9.998300
5961.0,9.992000,9.998400
5962.0,9.992000,9.998400
5963.0,9.992000,9.998400
5964.0,9.992000,9.998400
5965.0,9.992000,9.998300
5966.0,9.992000,9.998200
5967.0,9.992000,9.998200
5968.0,9.992000,9.998300
5969.0,9.992000,9.998300
5970.0,9.992000,9.998300
5971.0,9.992000,9.998300
5972.0,9.992000,9.998200
5973.0,9.992000,9.998200
5974.0,9.992000,9.998200
5975.0,9.992000,9.998200
5976.0,9.992000,9.998200
5977.0,9.992000,9.998300
5978.0,9.992000,9.998300
5979.0,9.992000,9.998300
5980.0,9.992000,9.998200
5981.0,9.992000,9.998200
5982.0,9.992000,9.998200
5983.0,9.992000,9.998200
5984.0,9.992000,9.998200
5985.0,9.992000,9.998200
5986.0,9.992000,9.998200
5987.0,9.992000,9.998100
5988.0,9.992000,9.998200
5989.0,9.992000,9.998100
5990.0,9.992000,9.998000
5991.0,9.992000,9.998100
5992.0,9.992000,9.998000
5993.0,9.992000,9.998100
5994.0,9.992000,9.998000
5995.0,9.992000,9.998100
5996.0,9.992000,9.998100
5997.0,9.992000,9.998100
5998.0,9.992000,9.998100
5999.0,9.992000,9.998100
6000.0,9.992100,9.998100
6001.0,9.992100,9.998200
6002.0,9.992100,9.998100
6003.0,9.992100,9.998200
6004.0,9.992100,9.998100
6005.0,9.992100,9.998100
6006.0,9.992100,9.998100
6007.0,9.992100,9.998100
6008.0,9.992100,9.998200
6009.0,9.992100,9.998200
6010.0,9.992100,9.998200
6011.0,9.992100,9.998200
6012.0,9.992100,9.998200
6013.0,9.992100,9.998200
6014.0,9.992100,9.998200
6015.0,9.992100,9.998300
6016.0,9.992100,9.998300
6017.0,9.992100,9.998300
6018.0,9.992100,9.998300
6019.0,9.992100,9.998300
6020.0,9.992100,9.998300
6021.0,9.992100,9.998200
6022.0,9.992100,9.998200
6023.0,9.992100,9.998300
6024.0,9.992100,9.998300
6025.0,9.992100,9.998300
6026.0,9.992100,9.998400
6027.0,9.992100,9.998300
6028.0,9.992100,9.998400
6029.0,9.992100,9.998400
6030.0,9.992100,9.998400
6031.0,9.992100,9.998400
6032.0,9.992100,9.998400
6033.0,9.992100,9.998500
6034.0,9.992100,9.998500
6035.0,9.992100,9.998500
6036.0,9.992100,9.998400
6037.0,9.992100,9.998400
6038.0,9.992100,9.998400
6039.0,9.992100,9.998500
6040.0,9.992100,9.998500
6041.0,9.992100,9.998400
6042.0,9.992100,9.998500
6043.0,9.992100,9.998500
6044.0,9.992100,9.998500
6045.0,9.992100,9.998600
6046.0,9.992100,9.998500
6047.0,9.992100,9.998600
6048.0,9.992100,9.998600
6049.0,9.992100,9.998600
6050.0,9.992100,9.998600
6051.0,9.992100,9.998600
6052.0,9.992200,9.998500
6053.0,9.992200,9.998500
6054.0,9.992200,9.998500
6055.0,9.992200,9.998500
6056.0,9.992200,9.998500
6057.0,9.992200,9.998500
6058.0,9.992200,9.998500
6059.0,9.992200,9.998500
6060.0,9.992200,9.998500
6061.0,9.992200,9.998500
6062.0,9.992200,9.998400
6063.0,9.992200,9.998400
6064.0,9.992200,9.998400
6065.0,9.992200,9.998400
6066.0,9.992200,9.998400
6067.0,9.992200,9.998400
6068.0,9.992200,9.998400
6069.0,9.992200,9.998400
6070.0,9.992200,9.998400
6071.0,9.992200,9.998400
6072.0,9.992200,9.998400
6073.0,9.992200,9.998400
6074.0,9.992200,9.998400
6075.0,9.992200,9.998500
6076.0,9.992200,9.998500
6077.0,9.992200,9.998500
6078.0,9.992200,9.998500
6079.0,9.992200,9.998500
6080.0,9.992200,9.998500
6081.0,9.992200,9.998500
6082.0,9.992200,9.998500
6083.0,9.992200,9.998500
6084.0,9.992200,9.998600
6085.0,9.992200,9.998600
6086.0,9.992200,9.998600
6087.0,9.992200,9.998500
6088.0,9.992200,9.998500
6089.0,9.992200,9.998500
6090.0,9.992200,9.998500
6091.0,9.992200,9.998600
6092.0,9.992200,9.998600
6093.0,9.992200,9.998600
6094.0,9.992200,9.998600
6095.0,9.992200,9.998500
6096.0,9.992200,9.998500
6097.0,9.992200,9.998500
6098.0,9.992200,9.998500
6099.0,9.992200,9.998400
6100.0,9.992200,9.998400
6101.0,9.992200,9.998400
6102.0,9.992200,9.998400
6103.0,9.992200,9.998400
6104.0,9.992200,9.998400
6105.0,9.992300,9.998400
6106.0,9.992300,9.998400
6107.0,9.992300,9.998400
6108.0,9.992300,9.998400
6109.0,9.992300,9.998300
6110.0,9.992300,9.998400
6111.0,9.992300,9.998400
6112.0,9.992300,9.998400
6113.0,9.992300,9.998400
6114.0,9.992300,9.998400
6115.0,9.992300,9.998400
6116.0,9.992300,9.998400
6117.0,9.992300,9.998400
6118.0,9.992300,9.998400
6119.0,9.992300,9.998400
6120.0,9.992300,9.998400
6121.0,9.992300,9.998400
6122.0,9.992300,9.998400
6123.0,9.992300,9.998400
6124.0,9.992300,9.998400
6125.0,9.992300,9.998400
6126.0,9.992300,9.998400
6127.0,9.992300,9.998400
6128.0,9.992300,9.998400
6129.0,9.992300,9.998500
6130.0,9.992300,9.998400
6131.0,9.992300,9.998400
6132.0,9.992300,9.998400
6133.0,9.992300,9.998400
6134.0,9.992300,9.998300
6135.0,9.992300,9.998400
6136.0,9.992300,9.998300
6137.0,9.992300,9.998400
6138.0,9.992300,9.998400
6139.0,9.992300,9.998400
6140.0,9.992300,9.998400
6141.0,9.992300,9.998400
6142.0,9.992300,9.998400
6143.0,9.992300,9.998300
6144.0,9.992300,9.998300
6145.0,9.992300,9.998400
6146.0,9.992300,9.998300
6147.0,9.992300,9.998300
6148.0,9.992300,9.998300
6149.0,9.992300,9.998300
6150.0,9.992300,9.998300
6151.0,9.992300,9.998300
6152.0,9.992300,9.998300
6153.0,9.992300,9.998400
6154.0,9.992300,9.998400
6155.0,9.992300,9.998500
6156.0,9.992300,9.998500
6157.0,9.992300,9.998500
6158.0,9.992300,9.998500
6159.0,9.992300,9.998500
6160.0,9.992300,9.998500
6161.0,9.992300,9.998600
6162.0,9.992300,9.998600
6163.0,9.992300,9.998600
6164.0,9.992300,9.998600
6165.0,9.992300,9.998500
6166.0,9.992400,9.998500
6167.0,9.992400,9.998500
6168.0,9.992400,9.998600
6169.0,9.992400,9.998600
6170.0,9.992400,9.998600
6171.0,9.992400,9.998600
6172.0,9.992400,9.998500
6173.0,9.992400,9.998600
6174.0,9.992400,9.998600
6175.0,9.992400,9.998600
6176.0,9.992400,9.998600
6177.0,9.992400,9.998600
6178.0,9.992400,9.998600
6179.0,9.992400,9.998600
6180.0,9.992400,9.998600
6181.0,9.992400,9.998600
6182.0,9.992400,9.998600
6183.0,9.992400,9.998600
6184.0,9.992400,9.998600
6185.0,9.992400,9.998600
6186.0,9.992400,9.998600
6187.0,9.992400,9.998600
6188.0,9.992400,9.998600
6189.0,9.992400,9.998700
6190.0,9.992400,9.998700
6191.0,9.992400,9.998700
6192.0,9.992400,9.998700
6193.0,9.992400,9.998700
6194.0,9.992400,9.998700
6195.0,9.992400,9.998700
6196.0,9.992400,9.998700
6197.0,9.992400,9.998700
6198.0,9.992400,9.998700
6199.0,9.992400,9.998700
6200.0,9.992400,9.998700
6201.0,9.992400,9.998700
6202.0,9.992400,9.998600
6203.0,9.992400,9.998600
6204.0,9.992400,9.998600
6205.0,9.992400,9.998600
6206.0,9.992400,9.998600
6207.0,9.992400,9.998500
6208.0,9.992400,9.998500
6209.0,9.992400,9.998500
6210.0,9.992400,9.998500
6211.0,9.992400,9.998500
6212.0,9.992400,9.998600
6213.0,9.992400,9.998500
6214.0,9.992400,9.998600
6215.0,9.992400,9.998600
6216.0,9.992400,9.998500
6217.0,9.992400,9.998500
6218.0,9.992400,9.998600
6219.0,9.992400,9.998600
6220.0,9.992400,9.998600
6221.0,9.992500,9.998500
6222.0,9.992500,9.998600
6223.0,9.992500,9.998600
6224.0,9.992500,9.998600
6225.0,9.992500,9.998600
6226.0,9.992500,9.998600
6227.0,9.992500,9.998600
6228.0,9.992500,9.998600
6229.0,9.992500,9.998600
6230.0,9.992500,9.998600
6231.0,9.992500,9.998600
6232.0,9.992500,9.998600
6233.0,9.992500,9.998600
6234.0,9.992500,9.998600
6235.0,9.992500,9.998600
6236.0,9.992500,9.998600
6237.0,9.992500,9.998600
6238.0,9.992500,9.998600
6239.0,9.992500,9.998600
6240.0,9.992500,9.998500
6241.0,9.992500,9.998500
6242.0,9.992500,9.998500
6243.0,9.992500,9.998600
6244.0,9.992500,9.998600
6245.0,9.992500,9.998600
6246.0,9.992500,9.998600
6247.0,9.992500,9.998600
6248.0,9.992500,9.998600
6249.0,9.992500,9.998600
6250.0,9.992500,9.998500
6251.0,9.992500,9.998600
6252.0,9.992500,9.998600
6253.0,9.992500,9.998600
6254.0,9.992500,9.998600
6255.0,9.992500,9.998600
6256.0,9.992500,9.998600
6257.0,9.992500,9.998600
6258.0,9.992500,9.998500
6259.0,9.992500,9.998500
6260.0,9.992500,9.998500
6261.0,9.992500,9.998500
6262.0,9.992500,9.998400
6263.0,9.992500,9.998400
6264.0,9.992500,9.998300
6265.0,9.992500,9.998300
6266.0,9.992500,9.998300
6267.0,9.992500,9.998300
6268.0,9.992500,9.998300
6269.0,9.992500,9.998200
6270.0,9.992500,9.998200
6271.0,9.992500,9.998200
6272.0,9.992500,9.998200
6273.0,9.992500,9.998100
6274.0,9.992600,9.998100
6275.0,9.992600,9.998100
6276.0,9.992600,9.998100
6277.0,9.992600,9.998100
6278.0,9.992600,9.998100
6279.0,9.992600,9.998100
6280.0,9.992600,9.998100
6281.0,9.992600,9.998100
6282.0,9.992600,9.998100
6283.0,9.992600,9.998100
6284.0,9.992600,9.998100
6285.0,9.992600,9.998100
6286.0,9.992600,9.998000
6287.0,9.992600,9.998000
6288.0,9.992600,9.998000
6289.0,9.992600,9.997900
6290.0,9.992600,9.998000
6291.0,9.992600,9.998000
6292.0,9.992600,9.998000
6293.0,9.992600,9.998000
6294.0,9.992600,9.998000
6295.0,9.992600,9.998000
6296.0,9.992600,9.998000
6297.0,9.992600,9.998000
6298.0,9.992600,9.998100
6299.0,9.992600,9.998100
6300.0,9.992600,9.998100
6301.0,9.992600,9.998100
6302.0,9.992600,9.998100
6303.0,9.992600,9.998100
6304.0,9.992600,9.998200
6305.0,9.992600,9.998200
6306.0,9.992600,9.998200
6307.0,9.992600,9.998200
6308.0,9.992600,9.998300
6309.0,9.992600,9.998300
6310.0,9.992600,9.998300
6311.0,9.992600,9.998300
6312.0,9.992600,9.998300
6313.0,9.992600,9.998300
6314.0,9.992600,9.998300
6315.0,9.992600,9.998300
6316.0,9.992600,9.998200
6317.0,9.992600,9.998200
6318.0,9.992600,9.998300
6319.0,9.992600,9.998200
6320.0,9.992600,9.998100
6321.0,9.992600,9.998100
6322.0,9.992600,9.998100
6323.0,9.992600,9.998100
6324.0,9.992600,9.998000
6325.0,9.992700,9.998100
6326.0,9.992700,9.998000
6327.0,9.992700,9.998000
6328.0,9.992700,9.998000
6329.0,9.992700,9.998000
6330.0,9.992700,9.998000
6331.0,9.992700,9.998000
6332.0,9.992700,9.998000
6333.0,9.992700,9.998000
6334.0,9.992700,9.997900
6335.0,9.992700,9.997900
6336.0,9.992700,9.998000
6337.0,9.992700,9.998000
6338.0,9.992700,9.998000
6339.0,9.992700,9.997900
6340.0,9.992700,9.997900
6341.0,9.992700,9.998000
6342.0,9.992700,9.998000
6343.0,9.992700,9.998000
6344.0,9.992700,9.998000
6345.0,9.992700,9.998000
6346.0,9.992700,9.998100
6347.0,9.992700,9.998000
6348.0,9.992700,9.998000
6349.0,9.992700,9.998000
6350.0,9.992700,9.998000
6351.0,9.992700,9.997900
6352.0,9.992700,9.998000
6353.0,9.992700,9.998000
6354.0,9.992700,9.997900
6355.0,9.992700,9.997900
6356.0,9.992700,9.998000
6357.0,9.992700,9.998000
6358.0,9.992700,9.998000
6359.0,9.992700,9.997900
6360.0,9.992700,9.997900
6361.0,9.992700,9.997800
6362.0,9.992700,9.997800
6363.0,9.992700,9.997800
6364.0,9.992700,9.997800
6365.0,9.992700,9.997800
6366.0,9.992700,9.997800
6367.0,9.992700,9.997800
6368.0,9.992700,9.997800
6369.0,9.992700,9.997800
6370.0,9.992700,9.997800
6371.0,9.992700,9.997900
6372.0,9.992700,9.997900
6373.0,9.992700,9.997800
6374.0,9.992700,9.997800
6375.0,9.992700,9.997700
6376.0,9.992700,9.997800
6377.0,9.992700,9.997800
6378.0,9.992700,9.997800
6379.0,9.992700,9.997800
6380.0,9.992700,9.997800
6381.0,9.992700,9.997800
6382.0,9.992700,9.997800
6383.0,9.992700,9.997800
6384.0,9.992700,9.997800
6385.0,9.992700,9.997800
6386.0,9.992700,9.997800
6387.0,9.992700,9.997800
6388.0,9.992700,9.997800
6389.0,9.992800,9.997800
6390.0,9.992800,9.997800
6391.0,9.992800,9.997800
6392.0,9.992800,9.997800
6393.0,9.992800,9.997900
6394.0,9.992800,9.997800
6395.0,9.992800,9.997800
6396.0,9.992800,9.997800
6397.0,9.992800,9.997800
6398.0,9.992800,9.997900
6399.0,9.992800,9.997900
6400.0,9.992800,9.997900
6401.0,9.992800,9.998000
6402.0,9.992800,9.997900
6403.0,9.992800,9.997900
6404.0,9.992800,9.997900
6405.0,9.992800,9.997900
6406.0,9.992800,9.997900
6407.0,9.992800,9.997900
6408.0,9.992800,9.997900
6409.0,9.992800,9.998000
6410.0,9.992800,9.997900
6411.0,9.992800,9.997900
6412.0,9.992800,9.997900
6413.0,9.992800,9.997900
6414.0,9.992800,9.997900
6415.0,9.992800,9.997900
6416.0,9.992800,9.998000
6417.0,9.992800,9.998000
6418.0,9.992800,9.998000
6419.0,9.992800,9.997900
6420.0,9.992800,9.997900
6421.0,9.992800,9.998000
6422.0,9.992800,9.998000
6423.0,9.992800,9.998000
6424.0,9.992800,9.998000
6425.0,9.992800,9.998000
6426.0,9.992800,9.997900
6427.0,9.992800,9.998000
6428.0,9.992800,9.997900
6429.0,9.992800,9.997900
6430.0,9.992800,9.997900
6431.0,9.992800,9.997900
6432.0,9.992800,9.997900
6433.0,9.992800,9.997900
6434.0,9.992800,9.997900
6435.0,9.992800,9.997900
6436.0,9.992800,9.997900
6437.0,9.992800,9.997900
6438.0,9.992800,9.997900
6439.0,9.992800,9.997900
6440.0,9.992800,9.997900
6441.0,9.992800,9.997900
6442.0,9.992800,9.997900
6443.0,9.992800,9.997900
6444.0,9.992800,9.997900
6445.0,9.992800,9.997900
6446.0,9.992800,9.998000
6447.0,9.992800,9.998100
6448.0,9.992800,9.998000
6449.0,9.992800,9.998000
6450.0,9.992800,9.998000
6451.0,9.992900,9.998000
6452.0,9.992900,9.998000
6453.0,9.992900,9.998000
6454.0,9.992900,9.997900
6455.0,9.992900,9.998000
6456.0,9.992900,9.998000
6457.0,9.992900,9.998100
6458.0,9.992900,9.998100
6459.0,9.992900,9.998100
6460.0,9.992900,9.998100
6461.0,9.992900,9.998100
6462.0,9.992900,9.998100
6463.0,9.992900,9.998100
6464.0,9.992900,9.998100
6465.0,9.992900,9.998100
6466.0,9.992900,9.998100
6467.0,9.992900,9.998100
6468.0,9.992900,9.998100
6469.0,9.992900,9.998200
6470.0,9.992900,9.998200
6471.0,9.992900,9.998300
6472.0,9.992900,9.998200
6473.0,9.992900,9.998200
6474.0,9.992900,9.998200
6475.0,9.992900,9.998200
6476.0,9.992900,9.998200
6477.0,9.992900,9.998200
6478.0,9.992900,9.998200
6479.0,9.992900,9.998100
6480.0,9.992900,9.998100
6481.0,9.992900,9.998000
6482.0,9.992900,9.998000
6483.0,9.992900,9.998000
6484.0,9.992900,9.998000
6485.0,9.992900,9.998000
6486.0,9.992900,9.997900
6487.0,9.992900,9.997900
6488.0,9.992900,9.997900
6489.0,9.992900,9.997900
6490.0,9.992900,9.997900
6491.0,9.992900,9.997900
6492.0,9.992900,9.997900
6493.0,9.992900,9.997800
6494.0,9.992900,9.997800
6495.0,9.992900,9.997800
6496.0,9.992900,9.997800
6497.0,9.992900,9.997900
6498.0,9.992900,9.997900
6499.0,9.992900,9.997900
6500.0,9.992900,9.997900
6501.0,9.992900,9.997900
6502.0,9.992900,9.998000
6503.0,9.992900,9.998000
6504.0,9.992900,9.998100
6505.0,9.992900,9.998000
6506.0,9.992900,9.998000
6507.0,9.992900,9.998000
6508.0,9.992900,9.998000
6509.0,9.992900,9.998100
6510.0,9.992900,9.998100
6511.0,9.992900,9.998000
6512.0,9.992900,9.998000
6513.0,9.992900,9.998000
6514.0,9.992900,9.998000
6515.0,9.992900,9.998000
6516.0,9.992900,9.998000
6517.0,9.993000,9.998100
6518.0,9.993000,9.998100
6519.0,9.993000,9.998000
6520.0,9.993000,9.998100
6521.0,9.993000,9.998100
6522.0,9.993000,9.998100
6523.0,9.993000,9.998100
6524.0,9.993000,9.998100
6525.0,9.993000,9.998100
6526.0,9.993000,9.998100
6527.0,9.993000,9.998100
6528.0,9.993000,9.998000
6529.0,9.993000,9.998000
6530.0,9.993000,9.998000
6531.0,9.993000,9.998000
6532.0,9.993000,9.998000
6533.0,9.993000,9.998000
6534.0,9.993000,9.998100
6535.0,9.993000,9.998000
6536.0,9.993000,9.998000
6537.0,9.993000,9.998000
6538.0,9.993000,9.998100
6539.0,9.993000,9.998100
6540.0,9.993000,9.998100
6541.0,9.993000,9.998100
6542.0,9.993000,9.998000
6543.0,9.993000,9.998100
6544.0,9.993000,9.998100
6545.0,9.993000,9.998100
6546.0,9.993000,9.998100
6547.0,9.993000,9.998200
6548.0,9.993000,9.998200
6549.0,9.993000,9.998200
6550.0,9.993000,9.998300
6551.0,9.993000,9.998300
6552.0,9.993000,9.998200
6553.0,9.993000,9.998200
6554.0,9.993000,9.998200
6555.0,9.993000,9.998100
6556.0,9.993000,9.998200
6557.0,9.993000,9.998300
6558.0,9.993000,9.998300
6559.0,9.993000,9.998300
6560.0,9.993000,9.998200
6561.0,9.993000,9.998200
6562.0,9.993000,9.998200
6563.0,9.993000,9.998200
6564.0,9.993000,9.998200
6565.0,9.993000,9.998100
6566.0,9.993000,9.998200
6567.0,9.993000,9.998100
6568.0,9.993000,9.998200
6569.0,9.993000,9.998100
6570.0,9.993000,9.998100
6571.0,9.993000,9.998100
6572.0,9.993000,9.998100
6573.0,9.993000,9.998200
6574.0,9.993000,9.998200
6575.0,9.993000,9.998200
6576.0,9.993000,9.998200
6577.0,9.993000,9.998100
6578.0,9.993000,9.998100
6579.0,9.993000,9.998200
6580.0,9.993000,9.998200
6581.0,9.993000,9.998200
6582.0,9.993000,9.998200
6583.0,9.993000,9.998100
6584.0,9.993000,9.998200
6585.0,9.993000,9.998100
6586.0,9.993000,9.998100
6587.0,9.993000,9.998200
6588.0,9.993000,9.998200
6589.0,9.993000,9.998200
6590.0,9.993000,9.998200
6591.0,9.993000,9.998200
6592.0,9.993000,9.998100
6593.0,9.993000,9.998200
6594.0,9.993000,9.998200
6595.0,9.993100,9.998300
6596.0,9.993100,9.998300
6597.0,9.993100,9.998200
6598.0,9.993100,9.998200
6599.0,9.993100,9.998300
6600.0,9.993100,9.998300
6601.0,9.993100,9.998300
6602.0,9.993100,9.998300
6603.0,9.993100,9.998200
6604.0,9.993100,9.998200
6605.0,9.993100,9.998300
6606.0,9.993100,9.998300
6607.0,9.993100,9.998300
6608.0,9.993100,9.998300
6609.0,9.993100,9.998300
6610.0,9.993100,9.998400
6611.0,9.993100,9.998400
6612.0,9.993100,9.998300
6613.0,9.993100,9.998300
6614.0,9.993100,9.998200
6615.0,9.993100,9.998200
6616.0,9.993100,9.998200
6617.0,9.993100,9.998100
6618.0,9.993100,9.998100
6619.0,9.993100,9.998000
6620.0,9.993100,9.998000
6621.0,9.993100,9.998000
6622.0,9.993100,9.998100
6623.0,9.993100,9.998100
6624.0,9.993100,9.998100
6625.0,9.993100,9.998100
6626.0,9.993100,9.998100
6627.0,9.993100,9.998100
6628.0,9.993100,9.998100
6629.0,9.993100,9.998000
6630.0,9.993100,9.998000
6631.0,9.993100,9.998000
6632.0,9.993100,9.998000
6633.0,9.993100,9.998000
6634.0,9.993100,9.998000
6635.0,9.993100,9.998000
6636.0,9.993100,9.998000
6637.0,9.993100,9.998000
6638.0,9.993100,9.998000
6639.0,9.993100,9.998000
6640.0,9.993100,9.998000
6641.0,9.993100,9.997900
6642.0,9.993100,9.997900
6643.0,9.993100,9.998000
6644.0,9.993100,9.997900
6645.0,9.993100,9.997900
6646.0,9.993100,9.997800
6647.0,9.993100,9.997800
6648.0,9.993100,9.997800
6649.0,9.993100,9.997800
6650.0,9.993200,9.997800
6651.0,9.993200,9.997800
6652.0,9.993200,9.997800
6653.0,9.993200,9.997800
6654.0,9.993200,9.997800
6655.0,9.993200,9.997800
6656.0,9.993200,9.997900
6657.0,9.993200,9.997900
6658.0,9.993200,9.997900
6659.0,9.993200,9.997900
6660.0,9.993200,9.997900
6661.0,9.993200,9.997900
6662.0,9.993200,9.997900
6663.0,9.993200,9.998000
6664.0,9.993200,9.998000
6665.0,9.993200,9.998000
6666.0,9.993200,9.998000
6667.0,9.993200,9.998000
6668.0,9.993200,9.998000
6669.0,9.993200,9.998000
6670.0,9.993200,9.998000
6671.0,9.993200,9.998000
6672.0,9.993200,9.998000
6673.0,9.993200,9.997900
6674.0,9.993200,9.997900
6675.0,9.993200,9.997900
6676.0,9.993200,9.998000
6677.0,9.993200,9.998000
6678.0,9.993200,9.997900
6679.0,9.993200,9.998000
6680.0,9.993200,9.997900
6681.0,9.993200,9.997900
6682.0,9.993200,9.997900
6683.0,9.993200,9.997900
6684.0,9.993200,9.997900
6685.0,9.993200,9.997900
6686.0,9.993200,9.997800
6687.0,9.993200,9.997800
6688.0,9.993200,9.997800
6689.0,9.993200,9.997800
6690.0,9.993200,9.997800
6691.0,9.993200,9.997800
6692.0,9.993200,9.997900
6693.0,9.993200,9.998000
6694.0,9.993200,9.997900
6695.0,9.993200,9.997900
6696.0,9.993200,9.997900
6697.0,9.993200,9.997800
6698.0,9.993200,9.997800
6699.0,9.993200,9.997800
6700.0,9.993200,9.997800
6701.0,9.993200,9.997700
6702.0,9.993200,9.997700
6703.0,9.993300,9.997700
6704.0,9.993300,9.997800
6705.0,9.993300,9.997800
6706.0,9.993300,9.997800
6707.0,9.993300,9.997700
6708.0,9.993300,9.997700
6709.0,9.993300,9.997800
6710.0,9.993300,9.997700
6711.0,9.993300,9.997700
6712.0,9.993300,9.997600
6713.0,9.993300,9.997700
6714.0,9.993300,9.997600
6715.0,9.993300,9.997600
6716.0,9.993300,9.997600
6717.0,9.993300,9.997600
6718.0,9.993300,9.997600
6719.0,9.993300,9.997500
6720.0,9.993300,9.997600
6721.0,9.993300,9.997500
6722.0,9.993300,9.997600
6723.0,9.993300,9.997500
6724.0,9.993300,9.997500
6725.0,9.993300,9.997400
6726.0,9.993300,9.997400
6727.0,9.993300,9.997500
6728.0,9.993300,9.997400
6729.0,9.993300,9.997400
6730.0,9.993300,9.997300
6731.0,9.993300,9.997400
6732.0,9.993300,9.997300
6733.0,9.993300,9.997200
6734.0,9.993300,9.997300
6735.0,9.993300,9.997300
6736.0,9.993300,9.997200
6737.0,9.993300,9.997300
6738.0,9.993300,9.997300
6739.0,9.993300,9.997300
6740.0,9.993300,9.997200
6741.0,9.993300,9.997300
6742.0,9.993300,9.997300
6743.0,9.993300,9.997200
6744.0,9.993300,9.997300
6745.0,9.993300,9.997300
6746.0,9.993300,9.997300
6747.0,9.993300,9.997300
6748.0,9.993300,9.997200
6749.0,9.993300,9.997300
6750.0,9.993300,9.997200
6751.0,9.993300,9.997200
6752.0,9.993300,9.997200
6753.0,9.993300,9.997200
6754.0,9.993300,9.997200
6755.0,9.993300,9.997200
6756.0,9.993400,9.997200
6757.0,9.993400,9.997200
6758.0,9.993400,9.997100
6759.0,9.993400,9.997200
6760.0,9.993400,9.997100
6761.0,9.993400,9.997100
6762.0,9.993400,9.997100
6763.0,9.993400,9.997100
6764.0,9.993400,9.997100
6765.0,9.993400,9.997100
6766.0,9.993400,9.997000
6767.0,9.993400,9.997100
6768.0,9.993400,9.997100
6769.0,9.993400,9.997100
6770.0,9.993400,9.997100
6771.0,9.993400,9.997000
6772.0,9.993400,9.997000
6773.0,9.993400,9.997000
6774.0,9.993400,9.997000
6775.0,9.993400,9.997000
6776.0,9.993400,9.997100
6777.0,9.993400,9.997000
6778.0,9.993400,9.997000
6779.0,9.993400,9.997000
6780.0,9.993400,9.997000
6781.0,9.993400,9.996900
6782.0,9.993400,9.996900
6783.0,9.993400,9.997000
6784.0,9.993400,9.996900
6785.0,9.993400,9.996900
6786.0,9.993400,9.996900
6787.0,9.993400,9.996900
6788.0,9.993400,9.996900
6789.0,9.993400,9.996900
6790.0,9.993400,9.996900
6791.0,9.993400,9.996900
6792.0,9.993400,9.996900
6793.0,9.993400,9.997000
6794.0,9.993400,9.997000
6795.0,9.993400,9.997000
6796.0,9.993400,9.997100
6797.0,9.993400,9.997000
6798.0,9.993400,9.997100
6799.0,9.993400,9.997000
6800.0,9.993400,9.997000
6801.0,9.993400,9.997100
6802.0,9.993400,9.997100
6803.0,9.993400,9.997100
6804.0,9.993400,9.997000
6805.0,9.993400,9.997000
6806.0,9.993400,9.997000
6807.0,9.993400,9.997000
6808.0,9.993400,9.997000
6809.0,9.993500,9.997000
6810.0,9.993500,9.997000
6811.0,9.993500,9.997000
6812.0,9.993500,9.997000
6813.0,9.993500,9.997000
