# time step,ucb true rewards,random true rewards
272.0,9.991400,9.990800
273.0,9.991500,9.990800
274.0,9.990700,9.990800
275.0,9.989700,9.990800
276.0,9.989600,9.990800
277.0,9.990400,9.990800
278.0,9.990000,9.990800
279.0,9.989100,9.990800
280.0,9.989100,9.990800
281.0,9.988900,9.990800
282.0,9.989000,9.990800
283.0,9.988200,9.990800
284.0,9.988700,9.990800
285.0,9.987200,9.990800
286.0,9.986000,9.990800
287.0,9.985800,9.990800
288.0,9.985000,9.990800
289.0,9.984900,9.990800
290.0,9.985000,9.990800
291.0,9.985300,9.990800
292.0,9.985900,9.990800
293.0,9.985400,9.990800
294.0,9.984800,9.990800
295.0,9.985300,9.990800
296.0,9.985100,9.990800
297.0,9.985200,9.990800
298.0,9.985000,9.990800
299.0,9.985700,9.990800
300.0,9.985800,9.990800
301.0,9.985700,9.990800
302.0,9.984600,9.990800
303.0,9.984800,9.990800
304.0,9.986500,9.990800
305.0,9.985500,9.990800
306.0,9.985600,9.990800
307.0,9.985600,9.990800
308.0,9.984400,9.990800
309.0,9.985400,9.990800
310.0,9.985400,9.990800
311.0,9.986000,9.990800
312.0,9.985300,9.990800
313.0,9.985500,9.990800
314.0,9.984600,9.990800
315.0,9.984500,9.990800
316.0,9.984500,9.990700
317.0,9.984200,9.990700
318.0,9.983700,9.990700
319.0,9.983100,9.990700
320.0,9.982600,9.990700
321.0,9.983100,9.990700
322.0,9.983200,9.990700
323.0,9.983200,9.990700
324.0,9.983000,9.990700
325.0,9.983900,9.990700
326.0,9.983500,9.990700
327.0,9.983200,9.990700
328.0,9.984100,9.990700
329.0,9.984200,9.990700
330.0,9.984100,9.990700
331.0,9.984900,9.990700
332.0,9.984800,9.990700
333.0,9.984400,9.990700
334.0,9.984100,9.990700
335.0,9.983300,9.990700
336.0,9.984300,9.990700
337.0,9.984400,9.990700
338.0,9.984100,9.990700
339.0,9.983400,9.990700
340.0,9.982400,9.990700
341.0,9.981900,9.990700
342.0,9.981800,9.990700
343.0,9.980400,9.990700
344.0,9.979500,9.990700
345.0,9.980500,9.990700
346.0,9.980800,9.990700
347.0,9.981100,9.990700
348.0,9.980200,9.990700
349.0,9.980600,9.990700
350.0,9.980300,9.990700
351.0,9.980100,9.990700
352.0,9.980900,9.990700
353.0,9.980800,9.990700
354.0,9.979900,9.990700
355.0,9.978800,9.990700
356.0,9.979200,9.990700
357.0,9.979600,9.990700
358.0,9.979200,9.990700
359.0,9.977100,9.990700
360.0,9.977800,9.990700
361.0,9.977200,9.990700
362.0,9.977200,9.990700
363.0,9.976300,9.990700
364.0,9.977000,9.990700
365.0,9.977600,9.990700
366.0,9.976800,9.990700
367.0,9.976100,9.990700
368.0,9.975700,9.990700
369.0,9.975700,9.990700
370.0,9.977200,9.990700
371.0,9.977100,9.990700
372.0,9.976500,9.990700
373.0,9.977500,9.990700
374.0,9.978500,9.990700
375.0,9.977800,9.990700
376.0,9.978600,9.990700
377.0,9.978200,9.990700
378.0,9.979000,9.990700
379.0,9.978400,9.990700
380.0,9.978300,9.990700
381.0,9.978400,9.990700
382.0,9.977900,9.990700
383.0,9.976900,9.990700
384.0,9.977700,9.990700
385.0,9.977500,9.990700
386.0,9.976800,9.990700
387.0,9.976900,9.990700
388.0,9.976500,9.990700
389.0,9.976400,9.990700
390.0,9.976100,9.990700
391.0,9.976500,9.990700
392.0,9.976900,9.990700
393.0,9.977300,9.990700
394.0,9.978000,9.990700
395.0,9.978500,9.990700
396.0,9.979000,9.990700
397.0,9.977900,9.990700
398.0,9.977700,9.990700
399.0,9.977800,9.990700
400.0,9.977600,9.990700
401.0,9.977400,9.990700
402.0,9.977500,9.990700
403.0,9.977500,9.990700
404.0,9.977200,9.990700
405.0,9.976800,9.990700
406.0,9.976000,9.990700
407.0,9.975500,9.990700
408.0,9.975300,9.990700
409.0,9.974900,9.990700
410.0,9.973500,9.990700
411.0,9.973400,9.990700
412.0,9.972600,9.990700
413.0,9.971900,9.990700
414.0,9.972400,9.990700
415.0,9.972300,9.990700
416.0,9.971600,9.990700
417.0,9.971900,9.990700
418.0,9.971600,9.990700
419.0,9.971800,9.990700
420.0,9.971900,9.990700
421.0,9.971900,9.990700
422.0,9.972600,9.990700
423.0,9.972500,9.990700
424.0,9.972400,9.990700
425.0,9.972100,9.990700
426.0,9.972200,9.990700
427.0,9.972500,9.990700
428.0,9.972900,9.990700
429.0,9.972700,9.990700
430.0,9.972300,9.990700
431.0,9.972300,9.990700
432.0,9.972900,9.990700
433.0,9.973300,9.990700
434.0,9.972600,9.990700
435.0,9.971900,9.990700
436.0,9.971600,9.990700
437.0,9.971500,9.990700
438.0,9.971900,9.990700
439.0,9.971300,9.990700
440.0,9.972200,9.990700
441.0,9.972100,9.990700
442.0,9.971500,9.990700
443.0,9.972000,9.990700
444.0,9.972600,9.990700
445.0,9.972400,9.990700
446.0,9.972700,9.990700
447.0,9.972500,9.990700
448.0,9.972400,9.990700
449.0,9.972200,9.990700
450.0,9.972400,9.990700
451.0,9.973000,9.990700
452.0,9.972600,9.990700
453.0,9.972700,9.990700
454.0,9.972800,9.990700
455.0,9.972900,9.990700
456.0,9.972300,9.990700
457.0,9.973000,9.990700
458.0,9.973300,9.990700
459.0,9.973400,9.990700
460.0,9.972800,9.990700
461.0,9.972500,9.990700
462.0,9.972600,9.990700
463.0,9.972000,9.990700
464.0,9.972400,9.990700
465.0,9.972800,9.990700
466.0,9.973300,9.990700
467.0,9.972500,9.990700
468.0,9.973100,9.990700
469.0,9.973400,9.990700
470.0,9.972900,9.990700
471.0,9.972500,9.990700
472.0,9.973100,9.990700
473.0,9.973700,9.990700
474.0,9.974600,9.990700
475.0,9.974700,9.990700
476.0,9.974600,9.990700
477.0,9.974800,9.990700
478.0,9.974600,9.990700
479.0,9.974600,9.990700
480.0,9.975200,9.990700
481.0,9.975900,9.990700
482.0,9.975400,9.990700
483.0,9.975800,9.990700
484.0,9.975300,9.990700
485.0,9.975300,9.990700
486.0,9.974900,9.990700
487.0,9.974800,9.990700
488.0,9.974400,9.990700
489.0,9.973800,9.990700
490.0,9.974400,9.990700
491.0,9.974000,9.990700
492.0,9.973800,9.990700
493.0,9.973500,9.990700
494.0,9.973200,9.990700
495.0,9.973200,9.990700
496.0,9.973100,9.990700
497.0,9.972700,9.990700
498.0,9.972500,9.990700
499.0,9.971800,9.990700
500.0,9.971300,9.990700
501.0,9.971100,9.990700
502.0,9.971200,9.990700
503.0,9.971700,9.990700
504.0,9.972300,9.990700
505.0,9.971900,9.990700
506.0,9.972400,9.990700
507.0,9.973200,9.990700
508.0,9.973900,9.990700
509.0,9.974300,9.990700
510.0,9.974300,9.990700
511.0,9.973800,9.990700
512.0,9.973800,9.990700
513.0,9.973700,9.990700
514.0,9.972800,9.990700
515.0,9.972800,9.990700
516.0,9.972900,9.990700
517.0,9.972600,9.990700
518.0,9.972400,9.990700
519.0,9.972800,9.990700
520.0,9.972800,9.990700
521.0,9.972800,9.990700
522.0,9.972200,9.990700
523.0,9.972400,9.990700
524.0,9.972400,9.990700
525.0,9.971900,9.990700
526.0,9.972500,9.990700
527.0,9.972100,9.990700
528.0,9.971200,9.990700
529.0,9.970800,9.990700
530.0,9.971100,9.990700
531.0,9.970800,9.990700
532.0,9.971000,9.990700
533.0,9.971800,9.990700
534.0,9.972500,9.990700
535.0,9.972200,9.990700
536.0,9.971500,9.990700
537.0,9.971600,9.990700
538.0,9.972100,9.990700
539.0,9.971900,9.990700
540.0,9.971200,9.990700
541.0,9.971500,9.990700
542.0,9.970800,9.990700
543.0,9.970800,9.990700
544.0,9.970800,9.990700
545.0,9.971300,9.990700
546.0,9.970800,9.990700
547.0,9.970300,9.990700
548.0,9.970500,9.990700
549.0,9.970300,9.990700
550.0,9.970600,9.990700
551.0,9.970900,9.990700
552.0,9.970700,9.990700
553.0,9.970700,9.990700
554.0,9.970600,9.990700
555.0,9.969900,9.990700
556.0,9.969700,9.990700
557.0,9.969900,9.990700
558.0,9.970300,9.990700
559.0,9.970700,9.990700
560.0,9.970800,9.990700
561.0,9.970400,9.990700
562.0,9.970400,9.990700
563.0,9.970600,9.990700
564.0,9.970800,9.990700
565.0,9.970500,9.990700
566.0,9.969900,9.990700
567.0,9.970200,9.990700
568.0,9.970100,9.990700
569.0,9.970400,9.990700
570.0,9.970300,9.990700
571.0,9.970100,9.990700
572.0,9.969900,9.990700
573.0,9.969800,9.990700
574.0,9.970100,9.990700
575.0,9.970200,9.990700
576.0,9.969900,9.990700
577.0,9.970200,9.990700
578.0,9.970300,9.990700
579.0,9.970300,9.990700
580.0,9.970000,9.990700
581.0,9.969800,9.990700
582.0,9.969900,9.990700
583.0,9.970300,9.990700
584.0,9.970000,9.990700
585.0,9.969500,9.990700
586.0,9.969400,9.990700
587.0,9.969500,9.990700
588.0,9.969700,9.990700
589.0,9.969700,9.990700
590.0,9.969700,9.990700
591.0,9.969900,9.990700
592.0,9.969900,9.990700
593.0,9.970000,9.990700
594.0,9.970400,9.990700
595.0,9.970500,9.990700
596.0,9.970600,9.990700
597.0,9.970700,9.990700
598.0,9.969700,9.990700
599.0,9.970200,9.990700
600.0,9.970600,9.990700
601.0,9.970500,9.990700
602.0,9.970800,9.990700
603.0,9.970800,9.990700
604.0,9.970900,9.990700
605.0,9.971400,9.990700
606.0,9.971600,9.990700
607.0,9.971200,9.990700
608.0,9.971500,9.990700
609.0,9.971800,9.990700
610.0,9.971900,9.990700
611.0,9.971600,9.990700
612.0,9.971600,9.990700
613.0,9.972300,9.990700
614.0,9.972500,9.990700
615.0,9.972200,9.990700
616.0,9.971900,9.990700
617.0,9.971500,9.990700
618.0,9.971100,9.990700
619.0,9.971100,9.990700
620.0,9.971200,9.990700
621.0,9.971700,9.990700
622.0,9.971900,9.990700
623.0,9.972100,9.990700
624.0,9.971900,9.990700
625.0,9.972100,9.990700
626.0,9.971600,9.990700
627.0,9.971000,9.990700
628.0,9.971400,9.990700
629.0,9.971300,9.990700
630.0,9.972500,9.990700
631.0,9.972200,9.990700
632.0,9.972100,9.990700
633.0,9.972100,9.990700
634.0,9.971800,9.990700
635.0,9.971400,9.990700
636.0,9.971000,9.990700
637.0,9.970700,9.990700
638.0,9.970700,9.990700
639.0,9.971000,9.990700
640.0,9.971300,9.990700
641.0,9.971300,9.990700
642.0,9.971200,9.990700
643.0,9.970800,9.990700
644.0,9.970000,9.990700
645.0,9.969700,9.990700
646.0,9.969900,9.990700
647.0,9.969700,9.990700
648.0,9.969600,9.990700
649.0,9.969700,9.990700
650.0,9.969300,9.990700
651.0,9.969000,9.990700
652.0,9.969200,9.990700
653.0,9.969600,9.990700
654.0,9.969800,9.990700
655.0,9.969300,9.990700
656.0,9.969600,9.990700
657.0,9.969500,9.990700
658.0,9.968700,9.990700
659.0,9.967900,9.990700
660.0,9.967900,9.990700
661.0,9.968000,9.990700
662.0,9.968700,9.990700
663.0,9.968400,9.990700
664.0,9.968500,9.990700
665.0,9.967600,9.990700
666.0,9.968000,9.990700
667.0,9.967600,9.990700
668.0,9.967200,9.990700
669.0,9.967400,9.990700
670.0,9.967700,9.990700
671.0,9.967700,9.990700
672.0,9.967700,9.990700
673.0,9.967900,9.990700
674.0,9.968200,9.990700
675.0,9.968700,9.990700
676.0,9.968600,9.990700
677.0,9.968600,9.990700
678.0,9.968700,9.990700
679.0,9.968600,9.990700
680.0,9.968000,9.990700
681.0,9.968200,9.990700
682.0,9.968700,9.990700
683.0,9.968500,9.990700
684.0,9.968700,9.990700
685.0,9.968200,9.990700
686.0,9.967800,9.990700
687.0,9.967700,9.990700
688.0,9.967300,9.990800
689.0,9.967400,9.990800
690.0,9.967700,9.990800
691.0,9.967900,9.990800
692.0,9.968200,9.990800
693.0,9.968200,9.990800
694.0,9.968100,9.990800
695.0,9.968300,9.990800
696.0,9.968100,9.990800
697.0,9.968000,9.990800
698.0,9.967900,9.990800
699.0,9.968300,9.990800
700.0,9.967900,9.990800
701.0,9.967600,9.990800
702.0,9.967600,9.990800
703.0,9.967300,9.990800
704.0,9.967500,9.990800
705.0,9.967000,9.990800
706.0,9.966900,9.990800
707.0,9.966300,9.990800
708.0,9.966200,9.990800
709.0,9.966000,9.990800
710.0,9.965700,9.990800
711.0,9.965500,9.990800
712.0,9.966200,9.990800
713.0,9.966500,9.990800
714.0,9.966800,9.990800
715.0,9.967000,9.990800
716.0,9.966800,9.990800
717.0,9.967400,9.990800
718.0,9.967800,9.990800
719.0,9.967800,9.990800
720.0,9.967600,9.990800
721.0,9.967800,9.990800
722.0,9.967900,9.990800
723.0,9.967900,9.990800
724.0,9.968200,9.990800
725.0,9.967800,9.990800
726.0,9.967400,9.990800
727.0,9.967400,9.990800
728.0,9.967000,9.990800
729.0,9.966900,9.990800
730.0,9.967500,9.990800
731.0,9.967300,9.990800
732.0,9.967300,9.990800
733.0,9.967400,9.990800
734.0,9.967200,9.990800
735.0,9.967000,9.990800
736.0,9.967600,9.990800
737.0,9.967200,9.990800
738.0,9.967300,9.990800
739.0,9.967400,9.990800
740.0,9.967200,9.990800
741.0,9.967600,9.990800
742.0,9.967800,9.990800
743.0,9.967900,9.990800
744.0,9.967600,9.990800
745.0,9.967600,9.990800
746.0,9.967500,9.990800
747.0,9.967800,9.990800
748.0,9.967500,9.990800
749.0,9.967300,9.990800
750.0,9.967500,9.990800
751.0,9.967200,9.990800
752.0,9.967500,9.990800
753.0,9.967800,9.990800
754.0,9.967900,9.990800
755.0,9.967900,9.990800
756.0,9.968200,9.990800
757.0,9.968200,9.990800
758.0,9.968300,9.990800
759.0,9.968300,9.990800
760.0,9.968200,9.990800
761.0,9.968200,9.990800
762.0,9.968700,9.990800
763.0,9.968800,9.990800
764.0,9.969200,9.990800
765.0,9.969500,9.990800
766.0,9.970100,9.990800
767.0,9.970200,9.990800
768.0,9.970300,9.990800
769.0,9.969600,9.990800
770.0,9.969300,9.990800
771.0,9.968900,9.990800
772.0,9.969200,9.990800
773.0,9.968800,9.990800
774.0,9.968500,9.990800
775.0,9.968200,9.990800
776.0,9.968400,9.990800
777.0,9.968200,9.990800
778.0,9.967900,9.990800
779.0,9.967500,9.990800
780.0,9.968000,9.990900
781.0,9.968200,9.990900
782.0,9.968100,9.990900
783.0,9.968200,9.990900
784.0,9.967600,9.990900
785.0,9.967600,9.990900
786.0,9.967300,9.990900
787.0,9.967100,9.990900
788.0,9.967200,9.990900
789.0,9.967600,9.990900
790.0,9.967700,9.990900
791.0,9.968100,9.990900
792.0,9.968000,9.990900
793.0,9.967900,9.990900
794.0,9.968200,9.990900
795.0,9.968300,9.990900
796.0,9.968600,9.990900
797.0,9.968500,9.990900
798.0,9.968200,9.990900
799.0,9.968400,9.990900
800.0,9.968900,9.990900
801.0,9.968400,9.990900
802.0,9.968500,9.990900
803.0,9.968700,9.990900
804.0,9.968900,9.990900
805.0,9.968700,9.990900
806.0,9.969100,9.990900
807.0,9.969100,9.990900
808.0,9.968700,9.990900
809.0,9.968300,9.990900
810.0,9.968100,9.990900
811.0,9.968000,9.990900
812.0,9.968300,9.990900
813.0,9.968600,9.990900
814.0,9.969100,9.990900
815.0,9.968900,9.990900
816.0,9.969100,9.990900
817.0,9.969000,9.990900
818.0,9.969100,9.990900
819.0,9.969100,9.990900
820.0,9.969100,9.990900
821.0,9.969200,9.990900
822.0,9.969700,9.990900
823.0,9.969500,9.990900
824.0,9.969600,9.990900
825.0,9.969600,9.990900
826.0,9.969000,9.990900
827.0,9.969600,9.990900
828.0,9.969500,9.990900
829.0,9.970200,9.991000
830.0,9.969900,9.991000
831.0,9.969600,9.991000
832.0,9.969600,9.991000
833.0,9.969400,9.991000
834.0,9.969500,9.991000
835.0,9.968800,9.991000
836.0,9.968600,9.991000
837.0,9.968800,9.991000
838.0,9.968800,9.991000
839.0,9.968900,9.991000
840.0,9.968800,9.991000
841.0,9.968900,9.991000
842.0,9.968700,9.991000
843.0,9.968900,9.991000
844.0,9.968500,9.991000
845.0,9.968600,9.991000
846.0,9.968400,9.991000
847.0,9.968700,9.991000
848.0,9.968200,9.991000
849.0,9.968000,9.991000
850.0,9.968000,9.991000
851.0,9.968000,9.991000
852.0,9.967600,9.991000
853.0,9.968000,9.991000
854.0,9.968100,9.991000
855.0,9.968000,9.991000
856.0,9.968100,9.991000
857.0,9.968400,9.991000
858.0,9.968500,9.991000
859.0,9.968800,9.991000
860.0,9.968800,9.991000
861.0,9.968400,9.991000
862.0,9.968500,9.991000
863.0,9.968200,9.991000
864.0,9.968200,9.991000
865.0,9.968100,9.991000
866.0,9.968300,9.991000
867.0,9.968200,9.991000
868.0,9.967700,9.991000
869.0,9.967800,9.991000
870.0,9.968100,9.991000
871.0,9.967900,9.991000
872.0,9.968000,9.991000
873.0,9.968200,9.991000
874.0,9.968400,9.991000
875.0,9.968000,9.991000
876.0,9.967400,9.991000
877.0,9.967400,9.991000
878.0,9.967900,9.991000
879.0,9.967700,9.991100
880.0,9.967500,9.991100
881.0,9.968200,9.991100
882.0,9.968600,9.991100
883.0,9.969000,9.991100
884.0,9.969400,9.991100
885.0,9.969200,9.991100
886.0,9.969200,9.991100
887.0,9.969100,9.991100
888.0,9.968700,9.991100
889.0,9.968400,9.991100
890.0,9.968500,9.991100
891.0,9.968000,9.991100
892.0,9.967500,9.991100
893.0,9.967700,9.991100
894.0,9.967800,9.991100
895.0,9.968000,9.991100
896.0,9.968000,9.991100
897.0,9.968000,9.991100
898.0,9.968100,9.991100
899.0,9.968200,9.991100
900.0,9.968200,9.991100
901.0,9.968400,9.991100
902.0,9.968300,9.991100
903.0,9.968100,9.991100
904.0,9.967900,9.991100
905.0,9.968000,9.991100
906.0,9.968600,9.991100
907.0,9.968300,9.991100
908.0,9.968400,9.991100
909.0,9.968200,9.991100
910.0,9.968500,9.991100
911.0,9.968700,9.991100
912.0,9.968600,9.991100
913.0,9.968500,9.991100
914.0,9.968100,9.991100
915.0,9.968300,9.991100
916.0,9.968400,9.991100
917.0,9.968300,9.991100
918.0,9.968400,9.991100
919.0,9.968000,9.991100
920.0,9.968100,9.991100
921.0,9.968300,9.991100
922.0,9.968200,9.991100
923.0,9.968300,9.991100
924.0,9.968300,9.991100
925.0,9.968200,9.991100
926.0,9.967900,9.991100
927.0,9.967600,9.991100
928.0,9.967400,9.991100
929.0,9.967300,9.991100
930.0,9.967100,9.991100
931.0,9.967000,9.991100
932.0,9.966700,9.991100
933.0,9.966700,9.991100
934.0,9.966700,9.991100
935.0,9.966200,9.991100
936.0,9.965700,9.991100
937.0,9.965600,9.991100
938.0,9.965900,9.991100
939.0,9.966000,9.991100
940.0,9.966000,9.991100
941.0,9.965700,9.991100
942.0,9.966200,9.991100
943.0,9.966600,9.991100
944.0,9.966800,9.991100
945.0,9.966400,9.991200
946.0,9.966000,9.991200
947.0,9.966000,9.991200
948.0,9.965700,9.991200
949.0,9.965900,9.991200
950.0,9.966100,9.991200
951.0,9.966000,9.991200
952.0,9.966100,9.991200
953.0,9.966200,9.991200
954.0,9.966300,9.991200
955.0,9.966300,9.991200
956.0,9.966200,9.991200
957.0,9.966200,9.991200
958.0,9.966600,9.991200
959.0,9.966500,9.991200
960.0,9.966400,9.991200
961.0,9.966400,9.991200
962.0,9.966600,9.991200
963.0,9.966300,9.991200
964.0,9.966500,9.991200
965.0,9.966800,9.991200
966.0,9.967100,9.991200
967.0,9.967100,9.991200
968.0,9.967400,9.991200
969.0,9.967400,9.991200
970.0,9.967300,9.991200
971.0,9.967400,9.991200
972.0,9.967200,9.991200
973.0,9.967400,9.991200
974.0,9.967500,9.991200
975.0,9.967500,9.991200
976.0,9.967400,9.991200
977.0,9.967200,9.991200
978.0,9.967300,9.991200
979.0,9.967100,9.991200
980.0,9.967100,9.991200
981.0,9.967100,9.991200
982.0,9.967500,9.991200
983.0,9.967200,9.991200
984.0,9.967700,9.991200
985.0,9.968000,9.991200
986.0,9.968100,9.991200
987.0,9.967800,9.991200
988.0,9.967700,9.991200
989.0,9.967900,9.991200
990.0,9.968100,9.991200
991.0,9.968000,9.991200
992.0,9.967800,9.991200
993.0,9.968000,9.991200
994.0,9.968000,9.991200
995.0,9.968000,9.991200
996.0,9.968300,9.991200
997.0,9.968800,9.991200
