# time step,reward random diff model 3
14990.0,-0.000400
14991.0,-0.000400
14992.0,-0.000400
14993.0,-0.000400
14994.0,-0.000400
14995.0,-0.000400
14996.0,-0.000400
14997.0,-0.000400
14998.0,-0.000400
14999.0,-0.000400
15000.0,-0.000400
15001.0,-0.000400
15002.0,-0.000400
15003.0,-0.000400
15004.0,-0.000400
15005.0,-0.000400
15006.0,-0.000400
15007.0,-0.000400
15008.0,-0.000400
15009.0,-0.000400
15010.0,-0.000400
15011.0,-0.000400
15012.0,-0.000400
15013.0,-0.000400
15014.0,-0.000400
15015.0,-0.000400
15016.0,-0.000400
15017.0,-0.000400
15018.0,-0.000400
15019.0,-0.000400
15020.0,-0.000400
15021.0,-0.000400
15022.0,-0.000400
15023.0,-0.000400
15024.0,-0.000400
15025.0,-0.000400
15026.0,-0.000400
15027.0,-0.000400
15028.0,-0.000400
15029.0,-0.000400
15030.0,-0.000400
15031.0,-0.000400
15032.0,-0.000400
15033.0,-0.000400
15034.0,-0.000400
15035.0,-0.000400
15036.0,-0.000400
15037.0,-0.000400
15038.0,-0.000400
15039.0,-0.000400
15040.0,-0.000400
15041.0,-0.000400
15042.0,-0.000400
15043.0,-0.000400
15044.0,-0.000400
15045.0,-0.000400
15046.0,-0.000400
15047.0,-0.000400
15048.0,-0.000400
15049.0,-0.000400
15050.0,-0.000400
15051.0,-0.000400
15052.0,-0.000400
15053.0,-0.000400
15054.0,-0.000400
15055.0,-0.000400
15056.0,-0.000400
15057.0,-0.000400
15058.0,-0.000400
15059.0,-0.000400
15060.0,-0.000400
15061.0,-0.000400
15062.0,-0.000400
15063.0,-0.000400
15064.0,-0.000400
15065.0,-0.000400
15066.0,-0.000400
15067.0,-0.000400
15068.0,-0.000400
15069.0,-0.000400
15070.0,-0.000400
15071.0,-0.000400
15072.0,-0.000400
15073.0,-0.000400
15074.0,-0.000400
15075.0,-0.000400
15076.0,-0.000400
15077.0,-0.000400
15078.0,-0.000400
15079.0,-0.000400
15080.0,-0.000400
15081.0,-0.000400
15082.0,-0.000400
15083.0,-0.000400
15084.0,-0.000400
15085.0,-0.000400
15086.0,-0.000400
15087.0,-0.000400
15088.0,-0.000400
15089.0,-0.000400
15090.0,-0.000400
15091.0,-0.000400
15092.0,-0.000400
15093.0,-0.000400
15094.0,-0.000400
15095.0,-0.000400
15096.0,-0.000400
15097.0,-0.000400
15098.0,-0.000400
15099.0,-0.000400
15100.0,-0.000400
15101.0,-0.000400
15102.0,-0.000400
15103.0,-0.000400
15104.0,-0.000400
15105.0,-0.000400
15106.0,-0.000400
15107.0,-0.000400
15108.0,-0.000400
15109.0,-0.000400
15110.0,-0.000400
15111.0,-0.000400
15112.0,-0.000400
15113.0,-0.000400
15114.0,-0.000400
15115.0,-0.000400
15116.0,-0.000400
15117.0,-0.000400
15118.0,-0.000400
15119.0,-0.000400
15120.0,-0.000400
15121.0,-0.000400
15122.0,-0.000400
15123.0,-0.000400
15124.0,-0.000400
15125.0,-0.000400
15126.0,-0.000400
15127.0,-0.000400
15128.0,-0.000400
15129.0,-0.000400
15130.0,-0.000400
15131.0,-0.000400
15132.0,-0.000400
15133.0,-0.000400
15134.0,-0.000400
15135.0,-0.000400
15136.0,-0.000400
15137.0,-0.000400
15138.0,-0.000400
15139.0,-0.000400
15140.0,-0.000400
15141.0,-0.000400
15142.0,-0.000400
15143.0,-0.000400
15144.0,-0.000400
15145.0,-0.000400
15146.0,-0.000400
15147.0,-0.000400
15148.0,-0.000400
15149.0,-0.000400
15150.0,-0.000400
15151.0,-0.000400
15152.0,-0.000400
15153.0,-0.000400
15154.0,-0.000400
15155.0,-0.000400
15156.0,-0.000400
15157.0,-0.000400
15158.0,-0.000400
15159.0,-0.000400
15160.0,-0.000400
15161.0,-0.000400
15162.0,-0.000400
15163.0,-0.000400
15164.0,-0.000400
15165.0,-0.000400
15166.0,-0.000400
15167.0,-0.000400
15168.0,-0.000400
15169.0,-0.000400
15170.0,-0.000400
15171.0,-0.000400
15172.0,-0.000400
15173.0,-0.000400
15174.0,-0.000400
15175.0,-0.000400
15176.0,-0.000400
15177.0,-0.000400
15178.0,-0.000400
15179.0,-0.000400
15180.0,-0.000400
15181.0,-0.000400
15182.0,-0.000400
15183.0,-0.000400
15184.0,-0.000400
15185.0,-0.000400
15186.0,-0.000400
15187.0,-0.000400
15188.0,-0.000400
15189.0,-0.000400
15190.0,-0.000400
15191.0,-0.000400
15192.0,-0.000400
15193.0,-0.000400
15194.0,-0.000400
15195.0,-0.000400
15196.0,-0.000400
15197.0,-0.000400
15198.0,-0.000400
15199.0,-0.000400
15200.0,-0.000400
15201.0,-0.000400
15202.0,-0.000400
15203.0,-0.000400
15204.0,-0.000400
15205.0,-0.000400
15206.0,-0.000400
15207.0,-0.000400
15208.0,-0.000400
15209.0,-0.000400
15210.0,-0.000400
15211.0,-0.000400
15212.0,-0.000400
15213.0,-0.000400
15214.0,-0.000400
15215.0,-0.000400
15216.0,-0.000400
15217.0,-0.000400
15218.0,-0.000400
15219.0,-0.000400
15220.0,-0.000400
15221.0,-0.000400
15222.0,-0.000400
15223.0,-0.000400
15224.0,-0.000400
15225.0,-0.000400
15226.0,-0.000400
15227.0,-0.000400
15228.0,-0.000400
15229.0,-0.000400
15230.0,-0.000400
15231.0,-0.000400
15232.0,-0.000400
15233.0,-0.000400
15234.0,-0.000400
15235.0,-0.000400
15236.0,-0.000400
15237.0,-0.000400
15238.0,-0.000400
15239.0,-0.000400
15240.0,-0.000400
15241.0,-0.000400
15242.0,-0.000400
15243.0,-0.000400
15244.0,-0.000400
15245.0,-0.000400
15246.0,-0.000400
15247.0,-0.000400
15248.0,-0.000400
15249.0,-0.000400
15250.0,-0.000400
15251.0,-0.000400
15252.0,-0.000400
15253.0,-0.000400
15254.0,-0.000400
15255.0,-0.000400
15256.0,-0.000400
15257.0,-0.000400
15258.0,-0.000400
15259.0,-0.000400
15260.0,-0.000400
15261.0,-0.000400
15262.0,-0.000400
15263.0,-0.000400
15264.0,-0.000400
15265.0,-0.000400
15266.0,-0.000400
15267.0,-0.000400
15268.0,-0.000400
15269.0,-0.000400
15270.0,-0.000400
15271.0,-0.000400
15272.0,-0.000400
15273.0,-0.000400
15274.0,-0.000400
15275.0,-0.000400
15276.0,-0.000400
15277.0,-0.000400
15278.0,-0.000400
15279.0,-0.000400
15280.0,-0.000400
15281.0,-0.000400
15282.0,-0.000400
15283.0,-0.000400
15284.0,-0.000400
15285.0,-0.000400
15286.0,-0.000400
15287.0,-0.000400
15288.0,-0.000400
15289.0,-0.000400
15290.0,-0.000400
15291.0,-0.000400
15292.0,-0.000400
15293.0,-0.000400
15294.0,-0.000400
15295.0,-0.000400
15296.0,-0.000400
15297.0,-0.000400
15298.0,-0.000400
15299.0,-0.000400
15300.0,-0.000400
15301.0,-0.000400
15302.0,-0.000400
15303.0,-0.000400
15304.0,-0.000400
15305.0,-0.000400
15306.0,-0.000400
15307.0,-0.000400
15308.0,-0.000400
15309.0,-0.000400
15310.0,-0.000400
15311.0,-0.000400
15312.0,-0.000400
15313.0,-0.000400
15314.0,-0.000400
15315.0,-0.000400
15316.0,-0.000400
15317.0,-0.000400
15318.0,-0.000400
15319.0,-0.000400
15320.0,-0.000400
15321.0,-0.000400
15322.0,-0.000400
15323.0,-0.000400
15324.0,-0.000400
15325.0,-0.000400
15326.0,-0.000400
15327.0,-0.000400
15328.0,-0.000400
15329.0,-0.000400
15330.0,-0.000400
15331.0,-0.000400
15332.0,-0.000400
15333.0,-0.000400
15334.0,-0.000400
15335.0,-0.000400
15336.0,-0.000400
15337.0,-0.000400
15338.0,-0.000400
15339.0,-0.000400
15340.0,-0.000400
15341.0,-0.000400
15342.0,-0.000400
15343.0,-0.000400
15344.0,-0.000400
15345.0,-0.000400
15346.0,-0.000400
15347.0,-0.000400
15348.0,-0.000400
15349.0,-0.000400
15350.0,-0.000400
15351.0,-0.000400
15352.0,-0.000400
15353.0,-0.000400
15354.0,-0.000400
15355.0,-0.000400
15356.0,-0.000400
15357.0,-0.000400
15358.0,-0.000400
15359.0,-0.000400
15360.0,-0.000400
15361.0,-0.000400
15362.0,-0.000400
15363.0,-0.000400
15364.0,-0.000400
15365.0,-0.000400
15366.0,-0.000400
15367.0,-0.000400
15368.0,-0.000400
15369.0,-0.000400
15370.0,-0.000400
15371.0,-0.000400
15372.0,-0.000400
15373.0,-0.000400
15374.0,-0.000400
15375.0,-0.000400
15376.0,-0.000400
15377.0,-0.000400
15378.0,-0.000400
15379.0,-0.000400
15380.0,-0.000400
15381.0,-0.000400
15382.0,-0.000400
15383.0,-0.000400
15384.0,-0.000400
15385.0,-0.000400
15386.0,-0.000400
15387.0,-0.000400
15388.0,-0.000400
15389.0,-0.000400
15390.0,-0.000400
15391.0,-0.000400
15392.0,-0.000400
15393.0,-0.000400
15394.0,-0.000400
15395.0,-0.000400
15396.0,-0.000400
15397.0,-0.000400
15398.0,-0.000400
15399.0,-0.000400
15400.0,-0.000400
15401.0,-0.000400
15402.0,-0.000400
15403.0,-0.000400
15404.0,-0.000400
15405.0,-0.000400
15406.0,-0.000400
15407.0,-0.000400
15408.0,-0.000400
15409.0,-0.000400
15410.0,-0.000400
15411.0,-0.000400
15412.0,-0.000400
15413.0,-0.000400
15414.0,-0.000400
15415.0,-0.000400
15416.0,-0.000400
15417.0,-0.000400
15418.0,-0.000400
15419.0,-0.000400
15420.0,-0.000400
15421.0,-0.000400
15422.0,-0.000400
15423.0,-0.000400
15424.0,-0.000400
15425.0,-0.000400
15426.0,-0.000400
15427.0,-0.000400
15428.0,-0.000400
15429.0,-0.000400
15430.0,-0.000400
15431.0,-0.000400
15432.0,-0.000400
15433.0,-0.000400
15434.0,-0.000400
15435.0,-0.000400
15436.0,-0.000400
15437.0,-0.000400
15438.0,-0.000400
15439.0,-0.000400
15440.0,-0.000400
15441.0,-0.000400
15442.0,-0.000400
15443.0,-0.000400
15444.0,-0.000400
15445.0,-0.000400
15446.0,-0.000400
15447.0,-0.000400
15448.0,-0.000400
15449.0,-0.000400
15450.0,-0.000400
15451.0,-0.000400
15452.0,-0.000400
15453.0,-0.000400
15454.0,-0.000400
15455.0,-0.000400
15456.0,-0.000400
15457.0,-0.000400
15458.0,-0.000400
15459.0,-0.000400
15460.0,-0.000400
15461.0,-0.000400
15462.0,-0.000400
15463.0,-0.000400
15464.0,-0.000400
15465.0,-0.000400
15466.0,-0.000400
15467.0,-0.000400
15468.0,-0.000400
15469.0,-0.000400
15470.0,-0.000400
15471.0,-0.000400
15472.0,-0.000400
15473.0,-0.000400
15474.0,-0.000400
15475.0,-0.000400
15476.0,-0.000400
15477.0,-0.000400
15478.0,-0.000400
15479.0,-0.000400
15480.0,-0.000400
15481.0,-0.000400
15482.0,-0.000400
15483.0,-0.000400
15484.0,-0.000400
15485.0,-0.000400
15486.0,-0.000400
15487.0,-0.000400
15488.0,-0.000400
15489.0,-0.000400
15490.0,-0.000400
15491.0,-0.000400
15492.0,-0.000400
15493.0,-0.000400
15494.0,-0.000400
15495.0,-0.000400
15496.0,-0.000400
15497.0,-0.000400
15498.0,-0.000400
15499.0,-0.000400
15500.0,-0.000400
15501.0,-0.000400
15502.0,-0.000400
15503.0,-0.000400
15504.0,-0.000400
15505.0,-0.000400
15506.0,-0.000400
15507.0,-0.000400
15508.0,-0.000400
15509.0,-0.000400
15510.0,-0.000400
15511.0,-0.000400
15512.0,-0.000400
15513.0,-0.000400
15514.0,-0.000400
15515.0,-0.000400
15516.0,-0.000400
15517.0,-0.000400
15518.0,-0.000400
15519.0,-0.000400
15520.0,-0.000400
15521.0,-0.000400
15522.0,-0.000400
15523.0,-0.000400
15524.0,-0.000400
15525.0,-0.000400
15526.0,-0.000400
15527.0,-0.000400
15528.0,-0.000400
15529.0,-0.000400
15530.0,-0.000400
15531.0,-0.000400
15532.0,-0.000400
15533.0,-0.000400
15534.0,-0.000400
15535.0,-0.000400
15536.0,-0.000400
15537.0,-0.000400
15538.0,-0.000400
15539.0,-0.000400
15540.0,-0.000400
15541.0,-0.000400
15542.0,-0.000400
15543.0,-0.000400
15544.0,-0.000400
15545.0,-0.000400
15546.0,-0.000400
15547.0,-0.000400
15548.0,-0.000400
15549.0,-0.000400
15550.0,-0.000400
15551.0,-0.000400
15552.0,-0.000400
15553.0,-0.000400
15554.0,-0.000400
15555.0,-0.000400
15556.0,-0.000400
15557.0,-0.000400
15558.0,-0.000400
15559.0,-0.000400
15560.0,-0.000400
15561.0,-0.000400
15562.0,-0.000400
15563.0,-0.000400
15564.0,-0.000400
15565.0,-0.000400
15566.0,-0.000400
15567.0,-0.000400
15568.0,-0.000400
15569.0,-0.000400
15570.0,-0.000400
15571.0,-0.000400
15572.0,-0.000400
15573.0,-0.000400
15574.0,-0.000400
15575.0,-0.000400
15576.0,-0.000400
15577.0,-0.000400
15578.0,-0.000400
15579.0,-0.000400
15580.0,-0.000400
15581.0,-0.000400
15582.0,-0.000400
15583.0,-0.000400
15584.0,-0.000400
15585.0,-0.000400
15586.0,-0.000400
15587.0,-0.000400
15588.0,-0.000400
15589.0,-0.000400
15590.0,-0.000400
15591.0,-0.000400
15592.0,-0.000400
15593.0,-0.000400
15594.0,-0.000400
15595.0,-0.000400
15596.0,-0.000400
15597.0,-0.000400
15598.0,-0.000400
15599.0,-0.000400
15600.0,-0.000400
15601.0,-0.000400
15602.0,-0.000400
15603.0,-0.000400
15604.0,-0.000400
15605.0,-0.000400
15606.0,-0.000400
15607.0,-0.000400
15608.0,-0.000400
15609.0,-0.000400
15610.0,-0.000400
15611.0,-0.000400
15612.0,-0.000400
15613.0,-0.000400
15614.0,-0.000400
15615.0,-0.000400
15616.0,-0.000400
15617.0,-0.000400
15618.0,-0.000400
15619.0,-0.000400
15620.0,-0.000400
15621.0,-0.000400
15622.0,-0.000400
15623.0,-0.000400
15624.0,-0.000400
15625.0,-0.000400
15626.0,-0.000400
15627.0,-0.000400
15628.0,-0.000400
15629.0,-0.000400
15630.0,-0.000400
15631.0,-0.000400
15632.0,-0.000400
15633.0,-0.000400
15634.0,-0.000400
15635.0,-0.000400
15636.0,-0.000400
15637.0,-0.000400
15638.0,-0.000400
15639.0,-0.000400
15640.0,-0.000400
15641.0,-0.000400
15642.0,-0.000400
15643.0,-0.000400
15644.0,-0.000400
15645.0,-0.000400
15646.0,-0.000400
15647.0,-0.000400
15648.0,-0.000400
15649.0,-0.000400
15650.0,-0.000400
15651.0,-0.000400
15652.0,-0.000400
15653.0,-0.000400
15654.0,-0.000400
15655.0,-0.000400
15656.0,-0.000400
15657.0,-0.000400
15658.0,-0.000400
15659.0,-0.000400
15660.0,-0.000400
15661.0,-0.000400
15662.0,-0.000400
15663.0,-0.000400
15664.0,-0.000400
15665.0,-0.000400
15666.0,-0.000400
15667.0,-0.000400
15668.0,-0.000400
15669.0,-0.000400
15670.0,-0.000400
15671.0,-0.000400
15672.0,-0.000400
15673.0,-0.000400
15674.0,-0.000400
15675.0,-0.000400
15676.0,-0.000400
15677.0,-0.000400
15678.0,-0.000400
15679.0,-0.000400
15680.0,-0.000400
15681.0,-0.000400
15682.0,-0.000400
15683.0,-0.000400
15684.0,-0.000400
15685.0,-0.000400
15686.0,-0.000400
15687.0,-0.000400
15688.0,-0.000400
15689.0,-0.000400
15690.0,-0.000400
15691.0,-0.000400
15692.0,-0.000400
15693.0,-0.000400
15694.0,-0.000400
15695.0,-0.000400
15696.0,-0.000400
15697.0,-0.000400
15698.0,-0.000400
15699.0,-0.000400
15700.0,-0.000400
15701.0,-0.000400
15702.0,-0.000400
15703.0,-0.000400
15704.0,-0.000400
15705.0,-0.000400
15706.0,-0.000400
15707.0,-0.000400
15708.0,-0.000400
15709.0,-0.000400
15710.0,-0.000400
15711.0,-0.000400
15712.0,-0.000400
15713.0,-0.000400
15714.0,-0.000400
15715.0,-0.000400
15716.0,-0.000400
15717.0,-0.000400
15718.0,-0.000400
15719.0,-0.000400
15720.0,-0.000400
15721.0,-0.000400
15722.0,-0.000400
15723.0,-0.000400
15724.0,-0.000400
15725.0,-0.000400
15726.0,-0.000400
15727.0,-0.000400
15728.0,-0.000400
15729.0,-0.000400
15730.0,-0.000400
15731.0,-0.000400
15732.0,-0.000400
15733.0,-0.000400
15734.0,-0.000400
15735.0,-0.000400
15736.0,-0.000400
15737.0,-0.000400
15738.0,-0.000400
15739.0,-0.000400
15740.0,-0.000400
15741.0,-0.000400
15742.0,-0.000400
15743.0,-0.000400
15744.0,-0.000400
15745.0,-0.000400
15746.0,-0.000400
15747.0,-0.000400
15748.0,-0.000400
15749.0,-0.000400
15750.0,-0.000400
15751.0,-0.000400
15752.0,-0.000400
15753.0,-0.000400
15754.0,-0.000400
15755.0,-0.000400
15756.0,-0.000400
15757.0,-0.000400
15758.0,-0.000400
15759.0,-0.000400
15760.0,-0.000400
15761.0,-0.000400
15762.0,-0.000400
15763.0,-0.000400
15764.0,-0.000400
15765.0,-0.000400
15766.0,-0.000400
15767.0,-0.000400
15768.0,-0.000400
15769.0,-0.000400
15770.0,-0.000400
15771.0,-0.000400
15772.0,-0.000400
15773.0,-0.000400
15774.0,-0.000400
15775.0,-0.000400
15776.0,-0.000400
15777.0,-0.000400
15778.0,-0.000400
15779.0,-0.000400
15780.0,-0.000400
15781.0,-0.000400
15782.0,-0.000400
15783.0,-0.000400
15784.0,-0.000400
15785.0,-0.000400
15786.0,-0.000400
15787.0,-0.000400
15788.0,-0.000400
15789.0,-0.000400
15790.0,-0.000400
15791.0,-0.000400
15792.0,-0.000400
15793.0,-0.000400
15794.0,-0.000400
15795.0,-0.000400
15796.0,-0.000400
15797.0,-0.000400
15798.0,-0.000400
15799.0,-0.000400
15800.0,-0.000400
15801.0,-0.000400
15802.0,-0.000400
15803.0,-0.000400
15804.0,-0.000400
15805.0,-0.000400
15806.0,-0.000400
15807.0,-0.000400
15808.0,-0.000400
15809.0,-0.000400
15810.0,-0.000400
15811.0,-0.000400
15812.0,-0.000400
15813.0,-0.000400
15814.0,-0.000400
15815.0,-0.000400
15816.0,-0.000400
15817.0,-0.000400
15818.0,-0.000400
15819.0,-0.000400
15820.0,-0.000400
15821.0,-0.000400
15822.0,-0.000400
15823.0,-0.000400
15824.0,-0.000400
15825.0,-0.000400
15826.0,-0.000400
15827.0,-0.000400
15828.0,-0.000400
15829.0,-0.000400
15830.0,-0.000400
15831.0,-0.000400
15832.0,-0.000400
15833.0,-0.000400
15834.0,-0.000400
15835.0,-0.000400
15836.0,-0.000400
15837.0,-0.000400
15838.0,-0.000400
15839.0,-0.000400
15840.0,-0.000400
15841.0,-0.000400
15842.0,-0.000400
15843.0,-0.000400
15844.0,-0.000400
15845.0,-0.000400
15846.0,-0.000400
15847.0,-0.000400
15848.0,-0.000400
15849.0,-0.000400
15850.0,-0.000400
15851.0,-0.000400
15852.0,-0.000400
15853.0,-0.000400
15854.0,-0.000400
15855.0,-0.000400
15856.0,-0.000400
15857.0,-0.000400
15858.0,-0.000400
15859.0,-0.000400
15860.0,-0.000400
15861.0,-0.000400
15862.0,-0.000400
15863.0,-0.000400
15864.0,-0.000400
15865.0,-0.000400
15866.0,-0.000400
15867.0,-0.000400
15868.0,-0.000400
15869.0,-0.000400
15870.0,-0.000400
15871.0,-0.000400
15872.0,-0.000400
15873.0,-0.000400
15874.0,-0.000400
15875.0,-0.000400
15876.0,-0.000400
15877.0,-0.000400
15878.0,-0.000400
15879.0,-0.000400
15880.0,-0.000400
15881.0,-0.000400
15882.0,-0.000400
15883.0,-0.000400
15884.0,-0.000400
15885.0,-0.000400
15886.0,-0.000400
15887.0,-0.000400
15888.0,-0.000400
15889.0,-0.000400
15890.0,-0.000400
15891.0,-0.000400
15892.0,-0.000400
15893.0,-0.000400
15894.0,-0.000400
15895.0,-0.000400
15896.0,-0.000400
15897.0,-0.000400
15898.0,-0.000400
15899.0,-0.000400
15900.0,-0.000400
15901.0,-0.000400
15902.0,-0.000400
15903.0,-0.000400
15904.0,-0.000400
15905.0,-0.000400
15906.0,-0.000400
15907.0,-0.000400
15908.0,-0.000400
15909.0,-0.000400
15910.0,-0.000400
15911.0,-0.000400
15912.0,-0.000400
15913.0,-0.000400
15914.0,-0.000400
15915.0,-0.000400
15916.0,-0.000400
15917.0,-0.000400
15918.0,-0.000400
15919.0,-0.000400
15920.0,-0.000400
15921.0,-0.000400
15922.0,-0.000400
15923.0,-0.000400
15924.0,-0.000400
15925.0,-0.000400
15926.0,-0.000400
15927.0,-0.000400
15928.0,-0.000400
15929.0,-0.000400
15930.0,-0.000400
15931.0,-0.000400
15932.0,-0.000400
15933.0,-0.000400
15934.0,-0.000400
15935.0,-0.000400
15936.0,-0.000400
15937.0,-0.000400
15938.0,-0.000400
15939.0,-0.000400
15940.0,-0.000400
15941.0,-0.000400
15942.0,-0.000400
15943.0,-0.000400
15944.0,-0.000400
15945.0,-0.000400
15946.0,-0.000400
15947.0,-0.000400
15948.0,-0.000400
15949.0,-0.000400
15950.0,-0.000400
15951.0,-0.000400
15952.0,-0.000400
15953.0,-0.000400
15954.0,-0.000400
15955.0,-0.000400
15956.0,-0.000400
15957.0,-0.000400
15958.0,-0.000400
15959.0,-0.000400
15960.0,-0.000400
15961.0,-0.000400
15962.0,-0.000400
15963.0,-0.000400
15964.0,-0.000400
15965.0,-0.000400
15966.0,-0.000400
15967.0,-0.000400
15968.0,-0.000400
15969.0,-0.000400
15970.0,-0.000400
15971.0,-0.000400
15972.0,-0.000400
15973.0,-0.000400
15974.0,-0.000400
15975.0,-0.000400
15976.0,-0.000400
15977.0,-0.000400
15978.0,-0.000400
15979.0,-0.000400
15980.0,-0.000400
15981.0,-0.000400
15982.0,-0.000400
15983.0,-0.000400
15984.0,-0.000400
15985.0,-0.000400
15986.0,-0.000400
15987.0,-0.000400
15988.0,-0.000400
15989.0,-0.000400
15990.0,-0.000400
15991.0,-0.000400
15992.0,-0.000400
15993.0,-0.000400
15994.0,-0.000400
15995.0,-0.000400
15996.0,-0.000400
15997.0,-0.000400
15998.0,-0.000400
15999.0,-0.000400
16000.0,-0.000400
16001.0,-0.000400
16002.0,-0.000400
16003.0,-0.000400
16004.0,-0.000400
16005.0,-0.000400
16006.0,-0.000400
16007.0,-0.000400
16008.0,-0.000400
16009.0,-0.000400
16010.0,-0.000400
16011.0,-0.000400
16012.0,-0.000400
16013.0,-0.000400
16014.0,-0.000400
16015.0,-0.000400
16016.0,-0.000400
16017.0,-0.000400
16018.0,-0.000400
16019.0,-0.000400
16020.0,-0.000400
16021.0,-0.000400
16022.0,-0.000400
16023.0,-0.000400
16024.0,-0.000400
16025.0,-0.000400
16026.0,-0.000400
16027.0,-0.000400
16028.0,-0.000400
16029.0,-0.000400
16030.0,-0.000400
16031.0,-0.000400
16032.0,-0.000400
16033.0,-0.000400
16034.0,-0.000400
16035.0,-0.000400
16036.0,-0.000400
16037.0,-0.000400
16038.0,-0.000400
16039.0,-0.000400
16040.0,-0.000400
16041.0,-0.000400
16042.0,-0.000400
16043.0,-0.000400
16044.0,-0.000400
16045.0,-0.000400
16046.0,-0.000400
16047.0,-0.000400
16048.0,-0.000400
16049.0,-0.000400
16050.0,-0.000400
16051.0,-0.000400
16052.0,-0.000400
16053.0,-0.000400
16054.0,-0.000400
16055.0,-0.000400
16056.0,-0.000400
16057.0,-0.000400
16058.0,-0.000400
16059.0,-0.000400
16060.0,-0.000400
16061.0,-0.000400
16062.0,-0.000400
16063.0,-0.000400
16064.0,-0.000400
16065.0,-0.000400
16066.0,-0.000400
16067.0,-0.000400
16068.0,-0.000400
16069.0,-0.000400
16070.0,-0.000400
16071.0,-0.000400
16072.0,-0.000400
16073.0,-0.000400
16074.0,-0.000400
16075.0,-0.000400
16076.0,-0.000400
16077.0,-0.000400
16078.0,-0.000400
16079.0,-0.000400
16080.0,-0.000400
16081.0,-0.000400
16082.0,-0.000400
16083.0,-0.000400
16084.0,-0.000400
16085.0,-0.000400
16086.0,-0.000400
16087.0,-0.000400
16088.0,-0.000400
16089.0,-0.000400
16090.0,-0.000400
16091.0,-0.000400
16092.0,-0.000400
16093.0,-0.000400
16094.0,-0.000400
16095.0,-0.000400
16096.0,-0.000400
16097.0,-0.000400
16098.0,-0.000400
16099.0,-0.000400
16100.0,-0.000400
16101.0,-0.000400
16102.0,-0.000400
16103.0,-0.000400
16104.0,-0.000400
16105.0,-0.000400
16106.0,-0.000400
16107.0,-0.000400
16108.0,-0.000400
16109.0,-0.000400
16110.0,-0.000400
16111.0,-0.000400
16112.0,-0.000400
16113.0,-0.000400
16114.0,-0.000400
16115.0,-0.000400
16116.0,-0.000400
16117.0,-0.000400
16118.0,-0.000400
16119.0,-0.000400
16120.0,-0.000400
16121.0,-0.000400
16122.0,-0.000400
16123.0,-0.000400
16124.0,-0.000400
16125.0,-0.000400
16126.0,-0.000400
16127.0,-0.000400
16128.0,-0.000400
16129.0,-0.000400
16130.0,-0.000400
16131.0,-0.000400
16132.0,-0.000400
16133.0,-0.000400
16134.0,-0.000400
16135.0,-0.000400
16136.0,-0.000400
16137.0,-0.000400
16138.0,-0.000400
16139.0,-0.000400
16140.0,-0.000400
16141.0,-0.000400
16142.0,-0.000400
16143.0,-0.000400
16144.0,-0.000400
16145.0,-0.000400
16146.0,-0.000400
16147.0,-0.000400
16148.0,-0.000400
16149.0,-0.000400
16150.0,-0.000400
16151.0,-0.000400
16152.0,-0.000400
16153.0,-0.000400
16154.0,-0.000400
16155.0,-0.000400
16156.0,-0.000400
16157.0,-0.000400
16158.0,-0.000400
16159.0,-0.000400
16160.0,-0.000400
16161.0,-0.000400
16162.0,-0.000400
16163.0,-0.000400
16164.0,-0.000400
16165.0,-0.000400
16166.0,-0.000400
16167.0,-0.000400
16168.0,-0.000400
16169.0,-0.000400
16170.0,-0.000400
16171.0,-0.000400
16172.0,-0.000400
16173.0,-0.000400
16174.0,-0.000400
16175.0,-0.000400
16176.0,-0.000400
16177.0,-0.000400
16178.0,-0.000400
16179.0,-0.000400
16180.0,-0.000400
16181.0,-0.000400
16182.0,-0.000400
16183.0,-0.000400
16184.0,-0.000400
16185.0,-0.000400
16186.0,-0.000400
16187.0,-0.000400
16188.0,-0.000400
16189.0,-0.000400
16190.0,-0.000400
16191.0,-0.000400
16192.0,-0.000400
16193.0,-0.000400
16194.0,-0.000400
16195.0,-0.000400
16196.0,-0.000400
16197.0,-0.000400
16198.0,-0.000400
16199.0,-0.000400
16200.0,-0.000400
16201.0,-0.000400
16202.0,-0.000400
16203.0,-0.000400
16204.0,-0.000400
16205.0,-0.000400
16206.0,-0.000400
16207.0,-0.000400
16208.0,-0.000400
16209.0,-0.000400
16210.0,-0.000400
16211.0,-0.000400
16212.0,-0.000400
16213.0,-0.000400
16214.0,-0.000400
16215.0,-0.000400
16216.0,-0.000400
16217.0,-0.000400
16218.0,-0.000400
16219.0,-0.000400
16220.0,-0.000400
16221.0,-0.000400
16222.0,-0.000400
16223.0,-0.000400
16224.0,-0.000400
16225.0,-0.000400
16226.0,-0.000400
16227.0,-0.000400
16228.0,-0.000400
16229.0,-0.000400
16230.0,-0.000400
16231.0,-0.000400
16232.0,-0.000400
16233.0,-0.000400
16234.0,-0.000400
16235.0,-0.000400
16236.0,-0.000400
16237.0,-0.000400
16238.0,-0.000400
16239.0,-0.000400
16240.0,-0.000400
16241.0,-0.000400
16242.0,-0.000400
16243.0,-0.000400
16244.0,-0.000400
16245.0,-0.000400
16246.0,-0.000400
16247.0,-0.000400
16248.0,-0.000400
16249.0,-0.000400
16250.0,-0.000400
16251.0,-0.000400
16252.0,-0.000400
16253.0,-0.000400
16254.0,-0.000400
16255.0,-0.000400
16256.0,-0.000400
16257.0,-0.000400
16258.0,-0.000400
16259.0,-0.000400
16260.0,-0.000400
